Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24,Yes,Travel_Rarely,263,Research & Development,19,3,Technical Degree,1,753,2,Female,88,3,2,Healthcare Representative,4,Divorced,19999,2246,7,Y,No,22,3,2,80,3,16,4,2,9,8,2,0
23,No,Non-Travel,904,Research & Development,12,3,Life Sciences,1,754,4,Female,58,4,2,Research Scientist,3,Married,15930,15567,2,Y,No,20,3,1,80,1,17,3,1,16,2,2,9
32,Yes,Travel_Rarely,280,Sales,25,1,Life Sciences,1,755,1,Male,32,3,1,Sales Representative,3,Married,14379,8003,0,Y,Yes,21,3,3,80,0,40,0,2,39,7,3,17
35,Yes,Travel_Frequently,1487,Research & Development,2,5,Technical Degree,1,756,2,Male,68,3,3,Research Director,4,Single,19999,21216,8,Y,Yes,21,3,4,80,3,5,3,3,0,0,0,0
49,No,Travel_Rarely,1333,Research & Development,17,1,Life Sciences,1,757,1,Female,51,3,3,Laboratory Technician,4,Single,19999,17597,9,Y,No,11,3,1,80,2,2,2,2,0,0,0,0
28,No,Non-Travel,1006,Research & Development,15,2,Other,1,758,2,Male,70,3,1,Laboratory Technician,4,Divorced,12354,2232,0,Y,No,14,3,4,80,1,17,2,1,15,6,1,5
37,No,Non-Travel,653,Research & Development,10,2,Technical Degree,1,759,2,Female,49,1,1,Laboratory Technician,2,Single,11589,16635,2,Y,No,25,3,2,80,2,39,4,2,21,3,2,10
41,No,Travel_Rarely,827,Research & Development,3,3,Medical,1,760,3,Female,48,4,4,Research Scientist,4,Married,8313,8333,5,Y,No,23,3,3,80,1,32,5,4,22,12,0,1
32,Yes,Travel_Rarely,1279,Sales,29,2,Other,1,761,1,Female,42,4,1,Sales Representative,4,Divorced,2406,19203,5,Y,Yes,20,3,1,80,0,23,4,4,14,2,2,14
24,No,Travel_Rarely,1463,Research & Development,20,4,Life Sciences,1,762,3,Male,48,3,4,Laboratory Technician,3,Single,19999,24178,9,Y,Yes,25,3,3,80,2,40,4,2,32,6,5,11
38,No,Non-Travel,394,Sales,4,2,Life Sciences,1,763,4,Male,95,3,2,Sales Executive,4,Married,13103,15761,3,Y,Yes,13,3,1,80,3,22,5,3,9,9,7,8
59,Yes,Travel_Rarely,537,Research & Development,22,3,Medical,1,764,4,Female,94,3,2,Research Director,1,Single,19572,13828,1,Y,No,19,3,1,80,0,40,5,4,28,18,15,17
43,No,Travel_Rarely,497,Sales,1,2,Life Sciences,1,765,1,Female,32,2,1,Manager,1,Married,12567,20843,9,Y,No,15,3,4,80,0,40,1,2,35,18,6,17
31,No,Travel_Rarely,267,Research & Development,1,1,Human Resources,1,766,4,Female,53,2,1,Research Scientist,3,Single,5163,16941,5,Y,No,14,3,4,80,0,36,2,2,22,11,0,11
54,No,Travel_Rarely,1095,Research & Development,18,4,Life Sciences,1,767,4,Male,67,1,1,Laboratory Technician,1,Married,2909,2112,9,Y,Yes,18,4,4,80,1,6,0,2,4,2,0,4
38,Yes,Non-Travel,885,Research & Development,4,2,Medical,1,768,1,Male,31,4,1,Manufacturing Director,3,Single,15239,11722,4,Y,Yes,25,3,1,80,1,12,3,4,2,2,2,1
35,No,Travel_Rarely,1058,Research & Development,23,4,Medical,1,769,4,Female,85,1,2,Manufacturing Director,2,Married,19814,20439,5,Y,No,15,3,4,80,3,18,5,3,9,7,2,3
22,No,Travel_Rarely,502,Research & Development,22,3,Medical,1,770,4,Female,66,3,1,Research Scientist,1,Married,1009,12740,6,Y,No,13,4,3,80,0,24,1,2,7,3,1,3
20,No,Travel_Rarely,216,Sales,15,1,Life Sciences,1,771,3,Female,33,2,2,Sales Representative,3,Single,6843,20329,8,Y,No,12,4,4,80,1,28,3,1,25,18,10,16
40,No,Travel_Rarely,452,Research & Development,27,5,Life Sciences,1,772,1,Female,73,3,2,Manufacturing Director,3,Married,4782,9206,6,Y,Yes,25,3,1,80,2,12,3,4,0,0,0,0
43,No,Travel_Frequently,1385,Sales,25,2,Technical Degree,1,773,3,Male,74,4,2,Manager,1,Single,3714,23999,3,Y,No,18,3,2,80,0,8,1,3,3,1,0,0
54,Yes,Travel_Frequently,919,Research & Development,23,4,Life Sciences,1,774,4,Female,76,3,1,Research Scientist,1,Married,10556,18578,9,Y,No,22,3,4,80,1,29,2,3,17,9,0,17
41,No,Travel_Rarely,977,Research & Development,28,2,Marketing,1,775,2,Female,55,2,1,Healthcare Representative,3,Single,2278,8932,4,Y,No,12,3,3,80,1,19,2,2,0,0,0,0
36,Yes,Travel_Rarely,1351,Sales,21,4,Medical,1,776,3,Male,38,3,1,Manager,4,Married,5771,16447,5,Y,Yes,24,3,4,80,1,8,1,3,4,1,1,0
42,No,Travel_Rarely,715,Sales,22,1,Marketing,1,777,2,Female,77,3,3,Sales Executive,4,Single,7565,16558,8,Y,Yes,18,3,2,80,1,25,3,2,6,4,4,2
38,Yes,Travel_Rarely,232,Research & Development,10,3,Marketing,1,778,3,Male,60,3,2,Manufacturing Director,1,Married,17928,9229,4,Y,No,15,3,3,80,1,25,2,3,12,8,2,9
29,Yes,Travel_Frequently,365,Research & Development,25,4,Life Sciences,1,779,2,Male,84,3,3,Research Scientist,3,Single,6580,8123,4,Y,Yes,18,3,4,80,0,13,3,2,1,0,0,0
58,No,Travel_Rarely,935,Research & Development,17,5,Medical,1,780,2,Female,30,3,2,Research Scientist,2,Married,9326,14747,6,Y,No,15,3,3,80,0,36,1,2,23,7,5,15
50,No,Travel_Rarely,282,Research & Development,27,4,Technical Degree,1,781,4,Male,88,2,2,Healthcare Representative,2,Single,5335,4603,1,Y,Yes,11,4,4,80,1,14,3,3,7,6,2,5
21,No,Travel_Rarely,450,Research & Development,25,4,Medical,1,782,4,Male,40,2,2,Healthcare Representative,4,Divorced,5892,15566,2,Y,Yes,22,3,2,80,0,40,0,3,28,15,4,17
59,No,Travel_Rarely,572,Sales,22,4,Other,1,783,2,Male,31,4,3,Sales Representative,2,Divorced,19999,4049,1,Y,No,23,4,1,80,0,20,4,3,8,3,0,1
24,Yes,Travel_Rarely,262,Research & Development,12,2,Medical,1,784,2,Male,75,3,2,Research Director,2,Single,7775,11940,9,Y,No,21,3,2,80,0,17,2,1,3,0,0,3
39,Yes,Travel_Frequently,215,Sales,20,2,Life Sciences,1,785,3,Male,30,3,1,Manager,2,Married,13227,9172,9,Y,Yes,24,3,3,80,0,19,4,3,1,1,0,1
50,Yes,Non-Travel,119,Human Resources,12,2,Life Sciences,1,786,4,Male,99,4,2,Human Resources,4,Single,5839,9637,1,Y,Yes,21,3,4,80,1,0,3,3,0,0,0,0
34,No,Travel_Rarely,1229,Research & Development,16,3,Human Resources,1,787,3,Female,100,4,2,Manufacturing Director,3,Married,4781,23258,2,Y,No,12,3,3,80,1,10,4,3,9,2,1,5
41,No,Travel_Rarely,1311,Research & Development,5,3,Life Sciences,1,788,3,Male,95,2,2,Healthcare Representative,3,Married,7145,19388,5,Y,No,24,3,3,80,1,17,2,3,0,0,0,0
51,No,Travel_Rarely,1467,Research & Development,29,3,Technical Degree,1,789,4,Male,31,1,3,Research Director,3,Married,6332,8257,4,Y,No,16,3,4,80,1,24,2,2,6,6,0,6
45,No,Travel_Rarely,244,Human Resources,16,2,Technical Degree,1,790,4,Male,98,4,2,Human Resources,2,Married,19967,14927,4,Y,No,13,3,2,80,0,17,2,3,10,10,6,4
60,No,Travel_Rarely,756,Sales,17,3,Life Sciences,1,791,1,Female,42,4,2,Sales Representative,4,Single,13517,8809,1,Y,No,18,3,4,80,0,5,0,3,3,2,2,3
58,No,Travel_Rarely,1065,Research & Development,23,2,Life Sciences,1,792,3,Male,48,3,2,Manufacturing Director,1,Married,12447,24620,1,Y,No,15,3,4,80,2,14,5,4,1,0,0,0
56,No,Travel_Rarely,554,Research & Development,29,3,Marketing,1,793,2,Female,76,4,3,Research Director,3,Single,15293,8699,0,Y,No,13,3,1,80,0,26,2,3,18,12,6,3
39,No,Travel_Rarely,552,Research & Development,15,3,Life Sciences,1,794,4,Female,30,2,3,Manufacturing Director,3,Married,17033,19659,2,Y,No,22,3,1,80,0,38,6,3,31,18,5,17
34,Yes,Travel_Rarely,163,Sales,13,4,Marketing,1,795,1,Female,47,2,2,Manager,1,Married,10593,19082,6,Y,No,20,3,1,80,1,16,4,3,0,0,0,0
51,No,Non-Travel,697,Research & Development,8,4,Medical,1,796,2,Male,61,3,3,Laboratory Technician,1,Married,16178,24327,4,Y,No,17,3,4,80,0,16,1,3,1,0,0,1
23,No,Non-Travel,1041,Human Resources,27,3,Medical,1,797,2,Female,40,3,4,Manager,3,Single,19999,20848,6,Y,No,24,3,2,80,0,40,3,3,34,18,3,4
23,Yes,Travel_Rarely,1401,Research & Development,21,2,Marketing,1,798,1,Male,49,3,2,Research Director,2,Married,3814,12296,8,Y,No,18,3,4,80,0,9,2,3,0,0,0,0
51,No,Travel_Rarely,1420,Research & Development,2,3,Life Sciences,1,799,2,Female,37,3,2,Manufacturing Director,2,Married,6910,14421,5,Y,No,14,3,3,80,3,40,2,4,37,18,15,5
18,No,Travel_Rarely,1254,Human Resources,8,1,Medical,1,800,3,Female,67,1,3,Human Resources,1,Single,19999,16381,1,Y,No,23,3,4,80,0,16,2,3,0,0,0,0
27,Yes,Travel_Rarely,465,Research & Development,10,3,Life Sciences,1,801,2,Male,35,3,2,Manufacturing Director,4,Married,11512,15315,0,Y,No,23,3,4,80,0,40,5,3,25,18,15,12
38,No,Travel_Frequently,1192,Sales,7,3,Life Sciences,1,802,3,Male,31,4,1,Sales Executive,4,Divorced,5145,18680,0,Y,No,21,4,4,80,1,18,3,2,4,3,1,3
22,No,Travel_Rarely,148,Research & Development,10,1,Medical,1,803,3,Male,84,2,4,Research Director,4,Divorced,19999,18186,9,Y,No,19,3,2,80,2,40,3,3,30,18,2,12
19,No,Travel_Rarely,1070,Research & Development,25,2,Marketing,1,804,3,Female,32,3,1,Research Director,3,Married,14754,15964,8,Y,Yes,16,3,2,80,1,7,2,1,4,4,3,3
39,No,Travel_Rarely,1499,Research & Development,4,5,Life Sciences,1,805,3,Male,95,3,3,Research Director,3,Married,9083,2336,5,Y,No,24,3,1,80,0,16,3,3,13,12,7,9
19,Yes,Travel_Rarely,923,Research & Development,11,5,Medical,1,806,1,Male,55,3,3,Research Director,2,Single,19999,24709,5,Y,No,11,3,3,80,0,1,2,3,0,0,0,0
27,Yes,Travel_Rarely,761,Human Resources,9,3,Medical,1,807,2,Male,77,4,5,Manager,1,Divorced,6516,5834,3,Y,No,15,4,3,80,0,13,2,3,3,3,1,3
51,No,Travel_Rarely,863,Human Resources,4,1,Life Sciences,1,808,4,Female,37,3,1,Human Resources,4,Single,3054,21199,1,Y,No,15,3,4,80,1,21,2,3,18,6,3,0
33,Yes,Travel_Rarely,1262,Research & Development,3,2,Life Sciences,1,809,3,Female,96,3,2,Healthcare Representative,4,Divorced,4323,24504,9,Y,Yes,17,3,4,80,1,24,2,3,9,0,0,4
56,No,Travel_Rarely,1220,Sales,11,3,Human Resources,1,810,3,Female,98,2,2,Manager,4,Married,6253,10945,2,Y,Yes,17,4,2,80,0,32,3,4,29,0,0,7
39,No,Travel_Rarely,339,Human Resources,3,5,Marketing,1,811,3,Female,59,3,2,Human Resources,3,Married,3768,10998,2,Y,Yes,16,3,4,80,1,7,2,3,7,3,2,6
29,Yes,Travel_Rarely,897,Research & Development,26,2,Medical,1,812,1,Male,56,3,1,Laboratory Technician,4,Divorced,14340,14181,7,Y,Yes,25,3,2,80,1,40,5,3,24,18,15,4
41,No,Travel_Frequently,136,Sales,18,4,Medical,1,813,4,Male,72,2,2,Sales Executive,4,Single,15919,11460,5,Y,No,25,3,1,80,2,8,1,2,7,5,2,2
57,No,Travel_Rarely,1421,Human Resources,26,1,Life Sciences,1,814,1,Female,34,4,2,Manager,2,Married,10093,7313,6,Y,No,18,3,4,80,1,40,2,3,37,16,6,17
55,No,Travel_Rarely,971,Research & Development,19,5,Medical,1,815,4,Male,49,3,1,Manufacturing Director,2,Married,1982,19208,8,Y,No,12,3,4,80,1,40,1,1,34,3,3,17
27,Yes,Travel_Rarely,593,Research & Development,14,3,Medical,1,816,2,Male,81,3,2,Manufacturing Director,3,Single,9131,20038,0,Y,No,24,4,1,80,1,22,0,3,5,3,1,0
52,No,Travel_Rarely,359,Research & Development,24,4,Medical,1,817,3,Male,50,2,3,Research Director,1,Married,11116,10781,1,Y,No,23,3,4,80,0,40,5,3,26,18,0,17
49,No,Non-Travel,488,Research & Development,11,3,Life Sciences,1,818,1,Male,32,3,3,Laboratory Technician,4,Married,2940,23886,8,Y,Yes,23,3,4,80,0,37,4,3,22,6,1,12
24,No,Non-Travel,371,Sales,24,3,Life Sciences,1,819,4,Male,70,3,4,Manager,2,Married,19999,25036,4,Y,No,17,3,1,80,1,11,3,2,2,0,0,2
38,No,Non-Travel,968,Research & Development,2,2,Life Sciences,1,820,4,Female,93,3,2,Research Director,3,Single,1395,12948,3,Y,Yes,20,3,2,80,0,20,4,3,12,8,0,10
37,No,Travel_Frequently,1449,Research & Development,27,2,Human Resources,1,821,1,Male,97,3,5,Research Director,3,Divorced,19999,4669,0,Y,No,25,3,4,80,0,10,4,3,0,0,0,0
43,Yes,Non-Travel,1172,Sales,2,5,Life Sciences,1,822,2,Male,100,2,4,Sales Executive,3,Single,19999,25986,8,Y,No,17,3,4,80,2,24,3,3,21,12,5,17
21,Yes,Non-Travel,707,Research & Development,2,4,Medical,1,823,1,Male,53,2,2,Healthcare Representative,1,Single,11424,3176,8,Y,No,14,3,3,80,1,10,4,4,1,1,0,1
39,Yes,Travel_Rarely,795,Research & Development,10,4,Life Sciences,1,824,4,Female,81,3,1,Research Director,4,Single,13457,21231,3,Y,Yes,22,3,1,80,1,2,2,3,0,0,0,0
32,No,Travel_Rarely,1055,Research & Development,23,3,Life Sciences,1,825,2,Male,31,3,2,Research Scientist,1,Single,5841,21436,8,Y,No,20,3,3,80,1,11,3,2,6,1,0,5
57,No,Travel_Frequently,512,Human Resources,15,4,Marketing,1,826,3,Female,73,2,2,Human Resources,4,Single,9037,10829,9,Y,No,12,3,4,80,0,12,4,3,10,1,1,4
38,No,Non-Travel,946,Research & Development,22,1,Medical,1,827,1,Female,70,2,2,Laboratory Technician,4,Divorced,19233,13349,0,Y,No,14,3,3,80,1,31,1,3,23,18,4,12
32,Yes,Travel_Frequently,226,Research & Development,12,3,Medical,1,828,3,Male,99,3,2,Healthcare Representative,1,Single,10521,8927,4,Y,No,14,3,1,80,3,38,4,3,36,14,4,17
39,Yes,Travel_Rarely,313,Research & Development,11,3,Life Sciences,1,829,3,Female,36,3,3,Laboratory Technician,4,Single,19999,12188,0,Y,Yes,22,4,4,80,1,24,1,3,7,0,0,4
45,Yes,Travel_Frequently,1494,Research & Development,17,3,Marketing,1,830,3,Female,67,3,2,Research Director,3,Single,7847,22792,3,Y,No,22,3,3,80,1,7,4,3,0,0,0,0
31,No,Travel_Rarely,1046,Sales,18,3,Life Sciences,1,831,4,Female,74,4,1,Sales Executive,3,Married,2346,23568,4,Y,No,16,3,4,80,1,24,2,3,17,12,11,8
44,No,Travel_Rarely,1021,Research & Development,14,2,Life Sciences,1,832,1,Female,38,3,4,Manufacturing Director,3,Divorced,13076,4244,2,Y,No,24,3,4,80,0,24,2,2,10,6,1,10
58,No,Travel_Rarely,1391,Sales,17,3,Medical,1,833,3,Male,82,3,2,Sales Executive,3,Single,19999,8197,1,Y,No,17,3,4,80,0,19,1,3,7,0,0,2
57,No,Travel_Rarely,236,Sales,15,4,Life Sciences,1,834,3,Male,57,2,5,Sales Representative,1,Single,19999,19361,5,Y,Yes,13,3,4,80,0,10,4,2,4,3,3,2
45,No,Travel_Rarely,886,Research & Development,12,3,Life Sciences,1,835,3,Male,48,1,1,Laboratory Technician,4,Single,11472,21155,2,Y,No,25,3,4,80,1,26,1,3,8,2,1,0
43,No,Non-Travel,891,Research & Development,27,2,Medical,1,836,1,Male,97,3,5,Laboratory Technician,3,Single,19999,23716,9,Y,No,20,3,3,80,1,12,3,3,5,5,4,0
19,No,Non-Travel,416,Human Resources,16,2,Medical,1,837,4,Female,33,2,1,Human Resources,1,Single,14642,6069,0,Y,No,11,3,4,80,3,26,3,3,17,14,0,12
42,No,Travel_Frequently,401,Research & Development,23,2,Marketing,1,838,4,Male,42,3,1,Manufacturing Director,4,Married,1052,18484,4,Y,No,13,4,4,80,0,25,2,4,9,6,1,0
20,No,Travel_Rarely,1423,Research & Development,6,2,Medical,1,839,4,Female,40,1,1,Research Scientist,4,Single,4192,7494,1,Y,No,19,3,3,80,0,25,6,2,25,18,8,1
25,No,Travel_Frequently,380,Research & Development,2,3,Life Sciences,1,840,4,Female,31,2,3,Healthcare Representative,3,Married,9851,20567,1,Y,No,11,4,1,80,1,21,1,3,9,9,0,1
50,No,Travel_Rarely,475,Sales,2,3,Life Sciences,1,841,2,Female,99,2,4,Sales Executive,1,Single,19999,6285,3,Y,No,23,4,3,80,3,15,3,3,3,0,0,2
59,No,Travel_Rarely,827,Research & Development,16,3,Other,1,842,2,Female,41,3,2,Laboratory Technician,2,Divorced,8433,7717,3,Y,No,18,3,1,80,1,38,2,1,23,13,0,8
52,No,Non-Travel,163,Sales,2,3,Medical,1,843,1,Male,66,3,4,Sales Executive,1,Divorced,12486,4387,3,Y,No,12,4,2,80,1,18,2,2,10,2,0,7
23,No,Travel_Frequently,980,Human Resources,8,4,Marketing,1,844,2,Male,85,2,2,Manager,3,Married,16395,9485,6,Y,No,16,3,1,80,1,11,1,1,2,1,0,2
56,No,Travel_Rarely,1179,Sales,7,2,Life Sciences,1,845,1,Male,81,2,3,Sales Executive,4,Married,14894,22687,0,Y,No,13,4,4,80,1,17,3,4,12,0,0,3
40,No,Travel_Rarely,439,Research & Development,1,3,Medical,1,846,2,Male,33,3,4,Research Scientist,1,Married,19999,6519,7,Y,No,17,3,3,80,0,9,5,3,5,4,3,1
42,No,Travel_Rarely,978,Sales,4,4,Life Sciences,1,847,4,Male,33,3,2,Manager,2,Married,2365,13860,9,Y,No,12,3,2,80,0,23,1,3,22,2,2,17
60,No,Non-Travel,575,Human Resources,11,2,Medical,1,848,4,Male,78,2,2,Human Resources,4,Married,19863,5318,8,Y,Yes,14,3,3,80,0,17,1,2,7,0,0,1
36,No,Travel_Rarely,213,Research & Development,20,1,Human Resources,1,849,4,Female,81,3,4,Research Director,1,Married,15995,19718,9,Y,Yes,20,3,2,80,0,24,6,2,16,15,4,4
22,No,Non-Travel,1091,Research & Development,7,4,Other,1,850,1,Male,63,3,4,Laboratory Technician,1,Divorced,3332,17942,5,Y,Yes,19,3,4,80,0,5,0,3,0,0,0,0
28,No,Travel_Rarely,1394,Sales,18,3,Medical,1,851,4,Male,51,3,5,Manager,3,Divorced,19999,16701,3,Y,No,16,4,2,80,1,13,3,4,6,1,1,0
29,No,Non-Travel,425,Research & Development,4,3,Medical,1,852,1,Female,42,3,4,Research Scientist,4,Married,19999,17853,5,Y,No,14,4,2,80,0,40,3,3,38,12,11,17
27,No,Non-Travel,720,Sales,17,1,Human Resources,1,853,3,Male,92,3,1,Sales Representative,4,Married,12371,9611,9,Y,No,12,3,4,80,0,28,2,3,20,12,6,12
25,No,Travel_Rarely,896,Research & Development,29,3,Medical,1,854,3,Male,44,3,3,Manufacturing Director,4,Single,8023,5587,6,Y,No,20,3,3,80,1,8,3,3,1,1,1,1
41,Yes,Travel_Rarely,984,Sales,29,3,Life Sciences,1,855,3,Female,69,1,2,Sales Executive,2,Single,15203,5684,5,Y,No,24,3,4,80,0,15,5,4,4,2,1,2
45,No,Travel_Rarely,849,Sales,11,1,Medical,1,856,4,Female,67,3,5,Sales Representative,4,Married,10034,10549,0,Y,No,19,3,3,80,0,12,2,3,5,5,3,0
58,Yes,Travel_Rarely,1210,Sales,11,3,Life Sciences,1,857,2,Female,84,2,2,Manager,1,Single,12175,9038,4,Y,No,25,3,2,80,3,15,3,4,13,9,1,9
53,No,Travel_Rarely,473,Research & Development,20,2,Medical,1,858,3,Male,73,4,2,Healthcare Representative,2,Divorced,15471,2411,7,Y,Yes,14,3,3,80,0,29,3,1,17,0,0,9
54,No,Travel_Rarely,1200,Research & Development,11,3,Medical,1,859,1,Female,95,2,2,Healthcare Representative,2,Single,8430,20685,7,Y,No,19,3,1,80,0,35,2,3,17,11,7,11
38,Yes,Travel_Frequently,697,Sales,15,1,Medical,1,860,4,Female,95,3,2,Manager,1,Married,19980,2734,9,Y,No,24,3,1,80,0,10,0,3,9,8,1,7
25,No,Travel_Rarely,609,Research & Development,14,2,Life Sciences,1,861,2,Male,72,2,1,Manufacturing Director,2,Married,11228,2952,8,Y,No,12,3,2,80,2,36,3,3,20,4,0,15
26,No,Travel_Rarely,329,Research & Development,17,2,Life Sciences,1,862,3,Female,67,2,4,Manufacturing Director,3,Married,8566,6337,3,Y,No,17,3,4,80,1,22,2,3,7,0,0,0
32,Yes,Travel_Rarely,696,Research & Development,2,1,Medical,1,863,3,Female,58,3,3,Manufacturing Director,3,Married,2142,11756,9,Y,Yes,21,3,4,80,0,3,2,1,0,0,0,0
57,Yes,Travel_Rarely,116,Research & Development,18,4,Technical Degree,1,864,3,Male,85,3,1,Research Director,2,Divorced,1927,17531,5,Y,No,21,3,2,80,1,27,5,2,10,1,0,3
35,Yes,Travel_Rarely,1106,Research & Development,16,1,Medical,1,865,3,Male,35,3,3,Research Scientist,4,Married,18114,10337,6,Y,Yes,15,3,2,80,0,40,4,4,32,18,8,3
59,No,Travel_Rarely,914,Research & Development,12,3,Life Sciences,1,866,2,Female,38,2,2,Manufacturing Director,4,Married,5205,3113,4,Y,No,18,3,4,80,1,20,5,2,19,7,6,5
37,Yes,Travel_Rarely,282,Sales,10,2,Human Resources,1,867,3,Female,51,3,2,Sales Representative,2,Single,8346,13908,7,Y,No,21,3,1,80,1,22,2,4,10,6,0,1
23,Yes,Travel_Rarely,439,Sales,28,2,Technical Degree,1,868,4,Male,75,1,1,Manager,2,Married,15400,14629,2,Y,No,24,3,3,80,0,32,4,3,13,10,7,6
29,Yes,Travel_Rarely,1388,Research & Development,16,5,Life Sciences,1,869,4,Female,60,3,4,Manufacturing Director,2,Divorced,9843,18470,7,Y,No,18,3,3,80,1,40,3,3,29,18,15,4
19,Yes,Non-Travel,1027,Human Resources,3,2,Life Sciences,1,870,1,Male,50,3,3,Human Resources,1,Married,19434,12198,4,Y,No,24,3,4,80,0,21,6,4,7,3,1,1
24,No,Travel_Rarely,179,Research & Development,8,5,Marketing,1,871,1,Male,67,3,2,Manufacturing Director,4,Divorced,19999,10573,0,Y,No,24,3,2,80,2,24,5,3,5,2,1,5
33,No,Travel_Rarely,330,Sales,27,2,Marketing,1,872,3,Male,81,2,2,Sales Representative,1,Married,19288,7467,5,Y,Yes,14,3,4,80,3,40,6,3,37,18,15,13
20,No,Travel_Rarely,1155,Research & Development,22,4,Other,1,873,4,Female,48,3,1,Research Director,1,Single,9641,15328,1,Y,No,23,3,3,80,1,30,5,2,24,18,3,5
20,No,Non-Travel,475,Research & Development,22,3,Technical Degree,1,874,2,Female,39,3,2,Laboratory Technician,1,Single,19122,8451,6,Y,No,14,4,2,80,2,22,0,3,5,1,1,5
44,Yes,Travel_Rarely,256,Sales,25,4,Medical,1,875,3,Male,75,2,1,Sales Representative,4,Single,14488,23689,8,Y,No,25,3,2,80,1,18,3,3,8,7,3,5
60,Yes,Travel_Rarely,918,Sales,24,3,Medical,1,876,4,Male,95,3,1,Manager,1,Married,1320,14925,2,Y,No,18,3,2,80,2,24,2,3,7,4,2,1
57,Yes,Travel_Rarely,1310,Research & Development,2,3,Life Sciences,1,877,3,Male,67,1,3,Manufacturing Director,3,Divorced,19999,9866,9,Y,No,13,4,2,80,0,5,3,3,1,0,0,1
55,No,Non-Travel,549,Research & Development,22,2,Life Sciences,1,878,2,Female,91,3,4,Research Scientist,1,Single,19999,16661,3,Y,No,17,3,4,80,1,40,6,2,33,18,15,7
50,No,Non-Travel,970,Sales,1,2,Medical,1,879,4,Female,75,3,2,Sales Representative,4,Married,9413,23216,3,Y,No,18,3,2,80,2,23,0,3,6,4,1,1
45,No,Travel_Rarely,548,Sales,29,4,Medical,1,880,3,Female,64,4,1,Sales Representative,4,Married,11524,5995,3,Y,No,18,3,4,80,2,26,3,1,25,3,3,15
18,No,Non-Travel,533,Sales,14,3,Medical,1,881,2,Female,72,3,3,Manager,3,Married,19999,23411,2,Y,No,21,3,3,80,0,21,3,2,2,2,2,1
25,Yes,Travel_Rarely,868,Research & Development,25,3,Marketing,1,882,2,Female,59,2,4,Healthcare Representative,4,Single,19999,13802,4,Y,No,20,3,2,80,0,12,2,1,9,2,2,7
54,Yes,Travel_Rarely,1294,Sales,4,4,Life Sciences,1,883,2,Male,92,2,3,Sales Representative,4,Single,2741,9764,8,Y,Yes,14,3,2,80,2,12,2,2,0,0,0,0
49,No,Travel_Rarely,1206,Sales,4,3,Medical,1,884,3,Male,59,3,4,Sales Representative,4,Single,19999,20027,7,Y,No,19,3,3,80,1,33,1,3,18,16,5,8
60,Yes,Travel_Rarely,899,Research & Development,9,5,Life Sciences,1,885,2,Male,58,3,2,Laboratory Technician,4,Single,17315,18310,9,Y,Yes,25,3,3,80,3,15,1,1,10,7,5,3
54,No,Non-Travel,1335,Sales,3,4,Medical,1,886,2,Female,95,2,3,Sales Representative,2,Single,19999,7028,1,Y,No,20,3,4,80,1,19,3,2,12,7,1,0
21,No,Travel_Rarely,1384,Research & Development,5,3,Marketing,1,887,4,Female,51,3,1,Healthcare Representative,3,Single,15100,4760,8,Y,Yes,14,3,3,80,1,15,3,2,0,0,0,0
47,No,Non-Travel,1089,Sales,1,4,Marketing,1,888,2,Male,64,2,2,Sales Executive,4,Married,11932,4547,9,Y,No,18,3,3,80,0,14,0,3,2,1,1,2
23,Yes,Non-Travel,650,Sales,22,1,Other,1,889,2,Female,71,3,2,Sales Representative,2,Single,15215,20045,1,Y,Yes,16,3,1,80,0,3,5,3,0,0,0,0
36,Yes,Non-Travel,1411,Sales,19,2,Life Sciences,1,890,3,Male,53,1,2,Sales Representative,4,Divorced,19999,22230,6,Y,No,15,3,4,80,1,5,3,3,4,1,0,0
49,No,Travel_Frequently,1179,Research & Development,1,3,Medical,1,891,4,Male,55,3,4,Research Director,3,Single,19999,10573,4,Y,No,25,3,4,80,2,20,3,3,12,10,7,6
26,No,Travel_Rarely,570,Research & Development,10,2,Life Sciences,1,892,2,Female,60,3,4,Healthcare Representative,3,Married,19999,4567,6,Y,Yes,14,3,3,80,1,27,2,3,10,1,0,0
29,No,Non-Travel,470,Research & Development,22,4,Medical,1,893,1,Female,31,2,1,Manufacturing Director,3,Married,5878,18913,4,Y,No,15,3,1,80,1,27,3,3,11,4,2,10
28,No,Travel_Rarely,955,Research & Development,12,4,Technical Degree,1,894,3,Female,68,3,1,Research Scientist,4,Single,9572,24702,5,Y,No,25,3,4,80,1,16,2,4,9,6,3,3
33,No,Travel_Rarely,1225,Research & Development,10,3,Marketing,1,895,3,Male,41,4,2,Healthcare Representative,2,Divorced,5251,4499,7,Y,No,23,3,4,80,1,17,3,1,3,2,0,0
