date,category,sales_amount,units_sold,profit,is_promotion,day_of_week,month,quarter,year
2023-06-11,Groceries,82869.21,1529,39221.43,False,6,6,2,2023
2023-06-12,Groceries,80137.87,1478,37928.7,False,0,6,2,2023
2023-06-13,Groceries,82275.5,1518,38940.43,False,1,6,2,2023
2023-06-14,Groceries,84948.54,1567,40205.56,False,2,6,2,2023
2023-06-15,Groceries,80952.02,1493,38314.03,False,3,6,2,2023
2023-06-16,Groceries,82257.98,1517,38932.13,False,4,6,2,2023
2023-06-17,Groceries,86956.94,1604,41156.12,False,5,6,2,2023
2023-06-18,Groceries,84679.02,1562,40078.0,False,6,6,2,2023
2023-06-19,Groceries,81079.16,1496,38374.21,False,0,6,2,2023
2023-06-20,Groceries,79370.68,1464,37565.59,False,1,6,2,2023
2023-06-21,Groceries,78149.36,1442,36987.55,False,2,6,2,2023
2023-06-22,Groceries,79287.22,1463,37526.09,False,3,6,2,2023
2023-06-23,Groceries,79047.14,1458,37412.47,False,4,6,2,2023
2023-06-24,Groceries,94570.29,1744,44759.47,False,5,6,2,2023
2023-06-25,Groceries,94630.73,1746,44788.07,False,6,6,2,2023
2023-06-26,Groceries,79972.41,1475,37850.39,False,0,6,2,2023
2023-06-27,Groceries,81189.5,1498,38426.43,False,1,6,2,2023
2023-06-28,Groceries,87653.38,1617,41485.74,True,2,6,2,2023
2023-06-29,Groceries,75978.71,1402,35960.2,False,3,6,2,2023
2023-06-30,Groceries,80856.0,1491,38268.59,False,4,6,2,2023
2023-07-01,Groceries,83931.85,1548,39724.37,False,5,7,3,2023
2023-07-02,Groceries,93729.34,1729,44361.45,False,6,7,3,2023
2023-07-03,Groceries,73061.96,1348,34579.72,False,0,7,3,2023
2023-07-04,Groceries,78983.8,1457,37382.49,False,1,7,3,2023
2023-07-05,Groceries,74459.07,1373,35240.96,False,2,7,3,2023
2023-07-06,Groceries,80050.91,1477,37887.54,False,3,7,3,2023
2023-07-07,Groceries,77697.89,1433,36773.88,False,4,7,3,2023
2023-07-08,Groceries,83123.64,1533,39341.85,False,5,7,3,2023
2023-07-09,Groceries,91177.88,1682,43153.86,False,6,7,3,2023
2023-07-10,Groceries,75502.12,1393,35734.63,False,0,7,3,2023
2023-07-11,Groceries,81328.99,1500,38492.45,False,1,7,3,2023
2023-07-12,Groceries,77798.92,1435,36821.69,False,2,7,3,2023
2023-07-13,Groceries,79363.14,1464,37562.03,False,3,7,3,2023
2023-07-14,Groceries,73937.64,1364,34994.17,False,4,7,3,2023
2023-07-15,Groceries,87058.65,1606,41204.26,False,5,7,3,2023
2023-07-16,Groceries,87562.74,1615,41442.84,False,6,7,3,2023
2023-07-17,Groceries,81146.01,1497,38405.85,False,0,7,3,2023
2023-07-18,Groceries,84409.79,1557,39950.57,False,1,7,3,2023
2023-07-19,Groceries,74459.37,1373,35241.11,False,2,7,3,2023
2023-07-20,Groceries,81965.92,1512,38793.9,False,3,7,3,2023
2023-07-21,Groceries,68957.0,1272,32636.87,False,4,7,3,2023
2023-07-22,Groceries,84476.59,1558,39982.19,False,5,7,3,2023
2023-07-23,Groceries,85389.07,1575,40414.06,False,6,7,3,2023
2023-07-24,Groceries,72149.59,1331,34147.9,False,0,7,3,2023
2023-07-25,Groceries,71197.42,1313,33697.25,False,1,7,3,2023
2023-07-26,Groceries,79154.69,1460,37463.37,False,2,7,3,2023
2023-07-27,Groceries,76616.13,1413,36261.89,False,3,7,3,2023
2023-07-28,Groceries,78958.54,1456,37370.53,False,4,7,3,2023
2023-07-29,Groceries,91781.38,1693,43439.49,False,5,7,3,2023
2023-07-30,Groceries,90043.05,1661,42616.75,False,6,7,3,2023
2023-07-31,Groceries,79970.5,1475,37849.49,False,0,7,3,2023
2023-08-01,Groceries,77025.2,1421,36455.5,False,1,8,3,2023
2023-08-02,Groceries,72518.14,1338,34322.34,False,2,8,3,2023
2023-08-03,Groceries,81459.04,1503,38554.0,False,3,8,3,2023
2023-08-04,Groceries,74831.94,1380,35417.44,False,4,8,3,2023
2023-08-05,Groceries,84977.72,1568,40219.37,False,5,8,3,2023
2023-08-06,Groceries,87960.7,1623,41631.19,False,6,8,3,2023
2023-08-07,Groceries,73412.62,1354,34745.69,False,0,8,3,2023
2023-08-08,Groceries,75350.6,1390,35662.92,False,1,8,3,2023
2023-08-09,Groceries,78352.0,1445,37083.46,False,2,8,3,2023
2023-08-10,Groceries,78323.64,1445,37070.04,False,3,8,3,2023
2023-08-11,Groceries,73292.49,1352,34688.83,False,4,8,3,2023
2023-08-12,Groceries,86411.06,1594,40897.76,False,5,8,3,2023
2023-08-13,Groceries,92603.67,1708,43828.68,False,6,8,3,2023
2023-08-14,Groceries,78724.53,1452,37259.78,False,0,8,3,2023
2023-08-15,Groceries,92658.01,1709,43854.4,True,1,8,3,2023
2023-08-16,Groceries,81358.46,1501,38506.4,False,2,8,3,2023
2023-08-17,Groceries,81163.37,1497,38414.06,False,3,8,3,2023
2023-08-18,Groceries,78635.54,1451,37217.66,True,4,8,3,2023
2023-08-19,Groceries,91007.8,1679,43073.36,False,5,8,3,2023
2023-08-20,Groceries,87677.71,1617,41497.25,False,6,8,3,2023
2023-08-21,Groceries,74167.44,1368,35102.94,False,0,8,3,2023
2023-08-22,Groceries,76987.86,1420,36437.82,False,1,8,3,2023
2023-08-23,Groceries,80040.38,1476,37882.56,False,2,8,3,2023
2023-08-24,Groceries,78205.92,1443,37014.32,False,3,8,3,2023
2023-08-25,Groceries,72631.11,1340,34375.8,False,4,8,3,2023
2023-08-26,Groceries,90469.63,1669,42818.65,False,5,8,3,2023
2023-08-27,Groceries,84881.79,1566,40173.97,False,6,8,3,2023
2023-08-28,Groceries,76835.27,1417,36365.6,False,0,8,3,2023
2023-08-29,Groceries,74695.17,1378,35352.71,False,1,8,3,2023
2023-08-30,Groceries,74972.6,1383,35484.01,False,2,8,3,2023
2023-08-31,Groceries,78852.01,1455,37320.11,False,3,8,3,2023
2023-09-01,Groceries,71564.76,1320,33871.11,False,4,9,3,2023
2023-09-02,Groceries,94793.88,1749,44865.29,False,5,9,3,2023
2023-09-03,Groceries,79656.98,1469,37701.1,False,6,9,3,2023
2023-09-04,Groceries,73147.66,1349,34620.28,False,0,9,3,2023
2023-09-05,Groceries,76955.96,1420,36422.72,False,1,9,3,2023
2023-09-06,Groceries,77748.79,1434,36797.97,False,2,9,3,2023
2023-09-07,Groceries,74945.7,1382,35471.28,False,3,9,3,2023
2023-09-08,Groceries,75053.8,1384,35522.45,False,4,9,3,2023
2023-09-09,Groceries,88143.86,1626,41717.88,False,5,9,3,2023
2023-09-10,Groceries,85502.86,1577,40467.91,False,6,9,3,2023
2023-09-11,Groceries,80661.72,1488,38176.64,False,0,9,3,2023
2023-09-12,Groceries,78381.14,1446,37097.25,False,1,9,3,2023
2023-09-13,Groceries,78449.59,1447,37129.65,False,2,9,3,2023
2023-09-14,Groceries,71028.06,1310,33617.09,False,3,9,3,2023
2023-09-15,Groceries,74509.38,1374,35264.78,False,4,9,3,2023
2023-09-16,Groceries,84773.36,1564,40122.65,False,5,9,3,2023
2023-09-17,Groceries,81876.97,1510,38751.8,False,6,9,3,2023
2023-09-18,Groceries,76069.75,1403,36003.29,False,0,9,3,2023
2023-09-19,Groceries,72412.45,1336,34272.31,False,1,9,3,2023
2023-09-20,Groceries,77118.58,1423,36499.69,False,2,9,3,2023
2023-09-21,Groceries,70150.14,1294,33201.58,False,3,9,3,2023
2023-09-22,Groceries,81241.05,1499,38450.83,False,4,9,3,2023
2023-09-23,Groceries,81858.44,1510,38743.03,False,5,9,3,2023
2023-09-24,Groceries,86245.24,1591,40819.28,False,6,9,3,2023
2023-09-25,Groceries,77334.75,1427,36602.0,False,0,9,3,2023
2023-09-26,Groceries,71819.14,1325,33991.5,False,1,9,3,2023
2023-09-27,Groceries,77446.13,1429,36654.72,False,2,9,3,2023
2023-09-28,Groceries,69054.27,1274,32682.91,False,3,9,3,2023
2023-09-29,Groceries,79714.44,1470,37728.29,False,4,9,3,2023
2023-09-30,Groceries,84973.94,1567,40217.58,False,5,9,3,2023
2023-10-01,Groceries,82457.49,1521,39026.56,False,6,10,4,2023
2023-10-02,Groceries,72515.67,1338,34321.17,False,0,10,4,2023
2023-10-03,Groceries,76884.15,1418,36388.74,False,1,10,4,2023
2023-10-04,Groceries,71247.07,1314,33720.75,False,2,10,4,2023
2023-10-05,Groceries,70524.24,1301,33378.64,False,3,10,4,2023
2023-10-06,Groceries,72572.7,1339,34348.16,False,4,10,4,2023
2023-10-07,Groceries,79698.05,1470,37720.54,False,5,10,4,2023
2023-10-08,Groceries,91616.81,1690,43361.6,False,6,10,4,2023
2023-10-09,Groceries,71007.38,1310,33607.3,False,0,10,4,2023
2023-10-10,Groceries,76538.41,1412,36225.1,False,1,10,4,2023
2023-10-11,Groceries,73989.31,1365,35018.63,False,2,10,4,2023
2023-10-12,Groceries,69153.32,1276,32729.79,False,3,10,4,2023
2023-10-13,Groceries,73008.23,1347,34554.29,False,4,10,4,2023
2023-10-14,Groceries,87055.21,1606,41202.63,False,5,10,4,2023
2023-10-15,Groceries,83099.2,1533,39330.28,False,6,10,4,2023
2023-10-16,Groceries,77629.86,1432,36741.68,False,0,10,4,2023
2023-10-17,Groceries,84166.57,1553,39835.46,True,1,10,4,2023
2023-10-18,Groceries,76419.86,1410,36168.99,False,2,10,4,2023
2023-10-19,Groceries,70850.01,1307,33532.82,False,3,10,4,2023
2023-10-20,Groceries,68314.42,1260,32332.74,False,4,10,4,2023
2023-10-21,Groceries,81012.29,1494,38342.56,False,5,10,4,2023
2023-10-22,Groceries,92530.8,1707,43794.19,True,6,10,4,2023
2023-10-23,Groceries,74656.94,1377,35334.61,False,0,10,4,2023
2023-10-24,Groceries,63735.77,1176,30165.7,False,1,10,4,2023
2023-10-25,Groceries,72338.69,1334,34237.4,False,2,10,4,2023
2023-10-26,Groceries,72953.43,1346,34528.35,False,3,10,4,2023
2023-10-27,Groceries,71161.7,1313,33680.34,False,4,10,4,2023
2023-10-28,Groceries,88222.21,1627,41754.96,False,5,10,4,2023
2023-10-29,Groceries,84689.73,1562,40083.06,False,6,10,4,2023
2023-10-30,Groceries,77370.49,1427,36618.92,False,0,10,4,2023
2023-10-31,Groceries,71220.38,1314,33708.11,False,1,10,4,2023
2023-11-01,Groceries,75789.59,1398,35870.69,False,2,11,4,2023
2023-11-02,Groceries,78536.4,1449,37170.74,False,3,11,4,2023
2023-11-03,Groceries,77200.37,1424,36538.4,False,4,11,4,2023
2023-11-04,Groceries,78330.33,1445,37073.2,False,5,11,4,2023
2023-11-05,Groceries,81637.65,1506,38638.54,False,6,11,4,2023
2023-11-06,Groceries,70451.55,1300,33344.23,False,0,11,4,2023
2023-11-07,Groceries,73750.91,1360,34905.8,False,1,11,4,2023
2023-11-08,Groceries,74502.08,1374,35261.32,False,2,11,4,2023
2023-11-09,Groceries,68364.99,1261,32356.68,False,3,11,4,2023
2023-11-10,Groceries,71956.93,1327,34056.72,False,4,11,4,2023
2023-11-11,Groceries,74319.8,1371,35175.05,False,5,11,4,2023
2023-11-12,Groceries,88129.73,1626,41711.19,False,6,11,4,2023
2023-11-13,Groceries,69538.1,1283,32911.9,False,0,11,4,2023
2023-11-14,Groceries,71780.77,1324,33973.34,False,1,11,4,2023
2023-11-15,Groceries,70289.63,1297,33267.6,False,2,11,4,2023
2023-11-16,Groceries,76084.48,1403,36010.26,False,3,11,4,2023
2023-11-17,Groceries,60123.73,1109,28456.15,False,4,11,4,2023
2023-11-18,Groceries,82099.21,1514,38856.99,False,5,11,4,2023
2023-11-19,Groceries,81714.66,1507,38674.98,False,6,11,4,2023
2023-11-20,Groceries,69586.92,1284,32935.01,False,0,11,4,2023
2023-11-21,Groceries,78284.85,1444,37051.68,False,1,11,4,2023
2023-11-22,Groceries,67810.4,1251,32094.19,False,2,11,4,2023
2023-11-23,Groceries,74427.99,1373,35226.25,False,3,11,4,2023
2023-11-24,Groceries,72748.23,1342,34431.24,False,4,11,4,2023
2023-11-25,Groceries,87049.1,1606,41199.74,False,5,11,4,2023
2023-11-26,Groceries,79317.14,1463,37540.25,False,6,11,4,2023
2023-11-27,Groceries,68346.67,1261,32348.01,False,0,11,4,2023
2023-11-28,Groceries,75650.66,1395,35804.94,False,1,11,4,2023
2023-11-29,Groceries,72956.88,1346,34529.99,False,2,11,4,2023
2023-11-30,Groceries,65066.44,1200,30795.5,False,3,11,4,2023
2023-12-01,Groceries,69080.97,1274,32695.55,False,4,12,4,2023
2023-12-02,Groceries,83461.86,1540,39501.92,False,5,12,4,2023
2023-12-03,Groceries,85261.43,1573,40353.65,False,6,12,4,2023
2023-12-04,Groceries,68505.72,1264,32423.28,False,0,12,4,2023
2023-12-05,Groceries,59563.29,1099,28190.89,False,1,12,4,2023
2023-12-06,Groceries,73312.3,1352,34698.21,False,2,12,4,2023
2023-12-07,Groceries,66338.66,1224,31397.63,False,3,12,4,2023
2023-12-08,Groceries,63152.58,1165,29889.68,False,4,12,4,2023
2023-12-09,Groceries,70579.87,1302,33404.97,False,5,12,4,2023
2023-12-10,Groceries,85170.72,1571,40310.71,False,6,12,4,2023
2023-12-11,Groceries,71751.08,1324,33959.29,False,0,12,4,2023
2023-12-12,Groceries,70341.8,1298,33292.29,False,1,12,4,2023
2023-12-13,Groceries,76809.81,1417,36353.55,False,2,12,4,2023
2023-12-14,Groceries,73813.77,1362,34935.55,False,3,12,4,2023
2023-12-15,Groceries,77741.91,1434,36794.71,False,4,12,4,2023
2023-12-16,Groceries,76413.03,1410,36165.76,False,5,12,4,2023
2023-12-17,Groceries,81863.24,1510,38745.31,False,6,12,4,2023
2023-12-18,Groceries,64855.42,1196,30695.62,False,0,12,4,2023
2023-12-19,Groceries,70422.89,1299,33330.67,False,1,12,4,2023
2023-12-20,Groceries,70365.58,1298,33303.54,False,2,12,4,2023
2023-12-21,Groceries,73887.61,1363,34970.5,False,3,12,4,2023
2023-12-22,Groceries,71586.01,1320,33881.16,False,4,12,4,2023
2023-12-23,Groceries,84635.62,1561,40057.45,False,5,12,4,2023
2023-12-24,Groceries,84985.14,1568,40222.88,False,6,12,4,2023
2023-12-25,Groceries,80100.12,1478,37910.83,False,0,12,4,2023
2023-12-26,Groceries,70247.72,1296,33247.76,False,1,12,4,2023
2023-12-27,Groceries,67774.8,1250,32077.35,False,2,12,4,2023
2023-12-28,Groceries,72554.67,1338,34339.62,False,3,12,4,2023
2023-12-29,Groceries,68394.13,1262,32370.47,False,4,12,4,2023
2023-12-30,Groceries,88311.12,1629,41797.04,False,5,12,4,2023
2023-12-31,Groceries,81291.62,1500,38474.76,False,6,12,4,2023
2024-01-01,Groceries,69448.45,1281,32869.47,False,0,1,1,2024
2024-01-02,Groceries,69864.23,1289,33066.26,False,1,1,1,2024
2024-01-03,Groceries,74663.35,1377,35337.65,False,2,1,1,2024
2024-01-04,Groceries,71200.31,1313,33698.62,False,3,1,1,2024
2024-01-05,Groceries,76495.12,1411,36204.61,True,4,1,1,2024
2024-01-06,Groceries,89368.06,1649,42297.29,False,5,1,1,2024
2024-01-07,Groceries,79334.75,1463,37548.59,False,6,1,1,2024
2024-01-08,Groceries,72154.28,1331,34150.12,False,0,1,1,2024
2024-01-09,Groceries,74669.94,1377,35340.77,False,1,1,1,2024
2024-01-10,Groceries,65585.47,1210,31041.15,False,2,1,1,2024
2024-01-11,Groceries,74083.33,1367,35063.13,False,3,1,1,2024
2024-01-12,Groceries,67994.71,1254,32181.43,False,4,1,1,2024
2024-01-13,Groceries,86400.9,1594,40892.95,False,5,1,1,2024
2024-01-14,Groceries,79323.07,1463,37543.06,False,6,1,1,2024
2024-01-15,Groceries,75152.92,1386,35569.36,False,0,1,1,2024
2024-01-16,Groceries,76863.43,1418,36378.93,False,1,1,1,2024
2024-01-17,Groceries,75945.41,1401,35944.44,False,2,1,1,2024
2024-01-18,Groceries,73565.81,1357,34818.19,False,3,1,1,2024
2024-01-19,Groceries,71697.51,1323,33933.94,False,4,1,1,2024
2024-01-20,Groceries,81283.43,1499,38470.89,False,5,1,1,2024
2024-01-21,Groceries,89547.69,1652,42382.3,False,6,1,1,2024
2024-01-22,Groceries,70018.93,1292,33139.48,False,0,1,1,2024
2024-01-23,Groceries,68735.88,1268,32532.22,False,1,1,1,2024
2024-01-24,Groceries,75614.09,1395,35787.63,False,2,1,1,2024
2024-01-25,Groceries,69837.76,1288,33053.73,False,3,1,1,2024
2024-01-26,Groceries,69292.94,1278,32795.87,False,4,1,1,2024
2024-01-27,Groceries,78365.65,1446,37089.92,False,5,1,1,2024
2024-01-28,Groceries,82292.66,1518,38948.55,False,6,1,1,2024
2024-01-29,Groceries,72982.07,1346,34541.91,False,0,1,1,2024
2024-01-30,Groceries,74360.84,1372,35194.47,False,1,1,1,2024
2024-01-31,Groceries,77270.36,1425,36571.53,False,2,1,1,2024
2024-02-01,Groceries,75650.51,1395,35804.86,False,3,2,1,2024
2024-02-02,Groceries,72858.29,1344,34483.33,False,4,2,1,2024
2024-02-03,Groceries,83964.19,1549,39739.67,False,5,2,1,2024
2024-02-04,Groceries,86890.74,1603,41124.79,False,6,2,1,2024
2024-02-05,Groceries,78955.02,1456,37368.87,False,0,2,1,2024
2024-02-06,Groceries,74453.04,1373,35238.11,False,1,2,1,2024
2024-02-07,Groceries,72155.3,1331,34150.61,False,2,2,1,2024
2024-02-08,Groceries,70145.39,1294,33199.33,False,3,2,1,2024
2024-02-09,Groceries,68422.02,1262,32383.67,False,4,2,1,2024
2024-02-10,Groceries,88098.31,1625,41696.32,False,5,2,1,2024
2024-02-11,Groceries,87846.17,1620,41576.99,False,6,2,1,2024
2024-02-12,Groceries,76775.82,1416,36337.47,False,0,2,1,2024
2024-02-13,Groceries,74041.36,1366,35043.26,False,1,2,1,2024
2024-02-14,Groceries,80274.23,1481,37993.24,False,2,2,1,2024
2024-02-15,Groceries,72801.35,1343,34456.38,False,3,2,1,2024
2024-02-16,Groceries,78651.05,1451,37225.0,False,4,2,1,2024
2024-02-17,Groceries,86006.39,1586,40706.23,False,5,2,1,2024
2024-02-18,Groceries,83835.74,1546,39678.88,False,6,2,1,2024
2024-02-19,Groceries,77481.24,1429,36671.34,False,0,2,1,2024
2024-02-20,Groceries,76844.88,1417,36370.15,False,1,2,1,2024
2024-02-21,Groceries,76730.14,1415,36315.85,False,2,2,1,2024
2024-02-22,Groceries,75723.97,1397,35839.63,False,3,2,1,2024
2024-02-23,Groceries,75344.55,1390,35660.06,False,4,2,1,2024
2024-02-24,Groceries,105179.94,1940,49780.94,True,5,2,1,2024
2024-02-25,Groceries,91783.47,1693,43440.48,False,6,2,1,2024
2024-02-26,Groceries,78682.99,1451,37240.12,False,0,2,1,2024
2024-02-27,Groceries,76338.57,1408,36130.52,False,1,2,1,2024
2024-02-28,Groceries,80020.25,1476,37873.03,False,2,2,1,2024
2024-02-29,Groceries,78164.36,1442,36994.65,False,3,2,1,2024
2024-03-01,Groceries,76298.47,1407,36111.54,False,4,3,1,2024
2024-03-02,Groceries,86525.45,1596,40951.9,False,5,3,1,2024
2024-03-03,Groceries,87533.56,1615,41429.03,False,6,3,1,2024
2024-03-04,Groceries,63818.51,1177,30204.86,False,0,3,1,2024
2024-03-05,Groceries,77445.64,1429,36654.49,False,1,3,1,2024
2024-03-06,Groceries,74752.73,1379,35379.95,False,2,3,1,2024
2024-03-07,Groceries,83181.07,1534,39369.03,False,3,3,1,2024
2024-03-08,Groceries,76991.85,1420,36439.71,False,4,3,1,2024
2024-03-09,Groceries,83815.84,1546,39669.46,False,5,3,1,2024
2024-03-10,Groceries,88492.54,1632,41882.91,False,6,3,1,2024
2024-03-11,Groceries,73043.97,1347,34571.21,False,0,3,1,2024
2024-03-12,Groceries,79227.24,1461,37497.71,False,1,3,1,2024
2024-03-13,Groceries,78602.75,1450,37202.14,False,2,3,1,2024
2024-03-14,Groceries,81375.85,1501,38514.63,False,3,3,1,2024
2024-03-15,Groceries,74486.65,1374,35254.02,False,4,3,1,2024
2024-03-16,Groceries,89555.42,1652,42385.96,False,5,3,1,2024
2024-03-17,Groceries,84081.1,1551,39795.0,False,6,3,1,2024
2024-03-18,Groceries,80773.87,1490,38229.72,False,0,3,1,2024
2024-03-19,Groceries,87956.81,1622,41629.35,True,1,3,1,2024
2024-03-20,Groceries,80163.22,1479,37940.7,False,2,3,1,2024
2024-03-21,Groceries,78292.54,1444,37055.32,False,3,3,1,2024
2024-03-22,Groceries,80051.2,1477,37887.68,False,4,3,1,2024
2024-03-23,Groceries,96690.17,1784,45762.79,False,5,3,1,2024
2024-03-24,Groceries,89254.24,1646,42243.42,False,6,3,1,2024
2024-03-25,Groceries,79264.4,1462,37515.29,False,0,3,1,2024
2024-03-26,Groceries,74471.0,1374,35246.61,False,1,3,1,2024
2024-03-27,Groceries,75448.0,1392,35709.02,False,2,3,1,2024
2024-03-28,Groceries,79417.65,1465,37587.83,False,3,3,1,2024
2024-03-29,Groceries,83547.28,1541,39542.35,False,4,3,1,2024
2024-03-30,Groceries,90096.81,1662,42642.2,False,5,3,1,2024
2024-03-31,Groceries,90298.64,1666,42737.72,False,6,3,1,2024
2024-04-01,Groceries,77817.98,1435,36830.71,False,0,4,2,2024
2024-04-02,Groceries,77410.58,1428,36637.89,False,1,4,2,2024
2024-04-03,Groceries,80833.25,1491,38257.82,False,2,4,2,2024
2024-04-04,Groceries,73767.74,1361,34913.76,False,3,4,2,2024
2024-04-05,Groceries,84983.55,1568,40222.13,False,4,4,2,2024
2024-04-06,Groceries,89295.08,1647,42262.75,False,5,4,2,2024
2024-04-07,Groceries,94961.91,1752,44944.82,False,6,4,2,2024
2024-04-08,Groceries,75086.35,1385,35537.85,False,0,4,2,2024
2024-04-09,Groceries,82942.98,1530,39256.34,False,1,4,2,2024
2024-04-10,Groceries,83056.16,1532,39309.91,False,2,4,2,2024
2024-04-11,Groceries,82005.43,1513,38812.6,False,3,4,2,2024
2024-04-12,Groceries,76590.6,1413,36249.8,False,4,4,2,2024
2024-04-13,Groceries,93765.75,1730,44378.68,False,5,4,2,2024
2024-04-14,Groceries,88148.64,1626,41720.14,False,6,4,2,2024
2024-04-15,Groceries,79852.82,1473,37793.79,False,0,4,2,2024
2024-04-16,Groceries,85078.8,1569,40267.21,False,1,4,2,2024
2024-04-17,Groceries,84244.56,1554,39872.37,False,2,4,2,2024
2024-04-18,Groceries,81214.4,1498,38438.21,False,3,4,2,2024
2024-04-19,Groceries,77349.65,1427,36609.06,False,4,4,2,2024
2024-04-20,Groceries,96127.21,1773,45496.34,False,5,4,2,2024
2024-04-21,Groceries,93730.16,1729,44361.84,False,6,4,2,2024
2024-04-22,Groceries,72248.76,1333,34194.84,False,0,4,2,2024
2024-04-23,Groceries,84752.7,1563,40112.87,False,1,4,2,2024
2024-04-24,Groceries,81616.58,1506,38628.56,False,2,4,2,2024
2024-04-25,Groceries,86613.81,1598,40993.72,False,3,4,2,2024
2024-04-26,Groceries,77512.55,1430,36686.15,False,4,4,2,2024
2024-04-27,Groceries,81572.93,1505,38607.9,False,5,4,2,2024
2024-04-28,Groceries,95497.1,1762,45198.12,False,6,4,2,2024
2024-04-29,Groceries,83323.42,1537,39436.4,False,0,4,2,2024
2024-04-30,Groceries,75480.46,1392,35724.38,False,1,4,2,2024
2024-05-01,Groceries,78414.17,1446,37112.89,False,2,5,2,2024
2024-05-02,Groceries,93433.09,1723,44221.24,False,3,5,2,2024
2024-05-03,Groceries,81272.82,1499,38465.86,False,4,5,2,2024
2024-05-04,Groceries,97887.72,1806,46329.58,False,5,5,2,2024
2024-05-05,Groceries,92454.39,1705,43758.02,False,6,5,2,2024
2024-05-06,Groceries,74377.01,1372,35202.13,False,0,5,2,2024
2024-05-07,Groceries,90417.76,1668,42794.1,True,1,5,2,2024
2024-05-08,Groceries,81832.44,1509,38730.73,False,2,5,2,2024
2024-05-09,Groceries,81372.02,1501,38512.82,False,3,5,2,2024
2024-05-10,Groceries,82588.51,1523,39088.57,False,4,5,2,2024
2024-05-11,Groceries,96646.77,1783,45742.25,False,5,5,2,2024
2024-05-12,Groceries,95073.47,1754,44997.62,False,6,5,2,2024
2024-05-13,Groceries,78210.78,1443,37016.62,False,0,5,2,2024
2024-05-14,Groceries,85282.43,1573,40363.59,False,1,5,2,2024
2024-05-15,Groceries,75609.9,1395,35785.64,False,2,5,2,2024
2024-05-16,Groceries,75274.42,1389,35626.86,False,3,5,2,2024
2024-05-17,Groceries,86499.81,1596,40939.76,False,4,5,2,2024
2024-05-18,Groceries,98178.53,1811,46467.22,False,5,5,2,2024
2024-05-19,Groceries,95995.31,1771,45433.92,False,6,5,2,2024
2024-05-20,Groceries,78155.49,1442,36990.45,False,0,5,2,2024
2024-05-21,Groceries,80967.81,1494,38321.51,False,1,5,2,2024
2024-05-22,Groceries,82809.35,1528,39193.09,False,2,5,2,2024
2024-05-23,Groceries,77536.33,1430,36697.41,False,3,5,2,2024
2024-05-24,Groceries,81022.04,1495,38347.17,False,4,5,2,2024
2024-05-25,Groceries,99249.65,1831,46974.17,False,5,5,2,2024
2024-05-26,Groceries,102413.46,1889,48471.58,False,6,5,2,2024
2024-05-27,Groceries,82467.12,1521,39031.12,False,0,5,2,2024
2024-05-28,Groceries,87223.66,1609,41282.36,False,1,5,2,2024
2024-05-29,Groceries,76592.95,1413,36250.91,False,2,5,2,2024
2024-05-30,Groceries,86937.09,1604,41146.72,False,3,5,2,2024
2024-05-31,Groceries,81132.19,1497,38399.31,False,4,5,2,2024
2024-06-01,Groceries,98283.96,1813,46517.12,False,5,6,2,2024
2024-06-02,Groceries,96116.34,1773,45491.2,False,6,6,2,2024
2024-06-03,Groceries,89767.3,1656,42486.24,False,0,6,2,2024
2024-06-04,Groceries,81030.96,1495,38351.39,False,1,6,2,2024
2024-06-05,Groceries,87080.74,1606,41214.71,False,2,6,2,2024
2024-06-06,Groceries,83492.47,1540,39516.41,False,3,6,2,2024
2024-06-07,Groceries,84016.02,1550,39764.2,False,4,6,2,2024
2024-06-08,Groceries,96654.1,1783,45745.72,False,5,6,2,2024
2024-06-09,Groceries,94048.03,1735,44512.28,False,6,6,2,2024
2024-06-10,Groceries,84700.35,1562,40088.09,False,0,6,2,2024
2024-06-11,Groceries,84539.07,1559,40011.76,False,1,6,2,2024
2024-06-12,Groceries,85786.07,1582,40601.95,False,2,6,2,2024
2024-06-13,Groceries,85189.11,1571,40319.42,False,3,6,2,2024
2024-06-14,Groceries,88071.57,1625,41683.67,False,4,6,2,2024
2024-06-15,Groceries,101336.65,1869,47961.94,False,5,6,2,2024
2024-06-16,Groceries,93469.51,1724,44238.47,False,6,6,2,2024
2024-06-17,Groceries,88431.34,1631,41853.94,False,0,6,2,2024
2024-06-18,Groceries,80233.5,1480,37973.96,False,1,6,2,2024
2024-06-19,Groceries,87351.38,1611,41342.81,False,2,6,2,2024
2024-06-20,Groceries,87498.54,1614,41412.46,False,3,6,2,2024
2024-06-21,Groceries,77392.46,1428,36629.32,False,4,6,2,2024
2024-06-22,Groceries,107965.73,1992,51099.43,True,5,6,2,2024
2024-06-23,Groceries,95956.04,1770,45415.33,False,6,6,2,2024
2024-06-24,Groceries,82048.23,1513,38832.86,False,0,6,2,2024
2024-06-25,Groceries,90498.94,1669,42832.52,False,1,6,2,2024
2024-06-26,Groceries,82491.57,1522,39042.69,False,2,6,2,2024
2024-06-27,Groceries,81890.06,1511,38758.0,False,3,6,2,2024
2024-06-28,Groceries,85426.17,1576,40431.62,False,4,6,2,2024
2024-06-29,Groceries,100641.56,1856,47632.96,False,5,6,2,2024
2024-06-30,Groceries,97338.23,1796,46069.51,False,6,6,2,2024
2024-07-01,Groceries,89803.55,1657,42503.4,False,0,7,3,2024
