loan_id,origination_date,sector,credit_grade,credit_score,loan_amount,annual_income,debt_to_income,interest_rate,collateral_value,ltv_ratio,employment_years,num_defaults_history,monthly_return,volatility_30d,sharpe_ratio,portfolio_weight,risk_score_raw,risk_label
LN000914,2024-02-07,Consumer,AAA,825,537323.91,67428.53,1.5,0.048,787248.55,0.6825,27.9,1,-0.027988,0.054301,-1.7855,0.000794,1.6144,Medium
LN000915,2020-06-13,Industrial,AA,804,53718.09,33105.39,0.3684,0.0703,50174.98,1.0706,11.8,1,0.051182,0.086274,2.0551,0.001065,0.8355,Low
LN000916,2021-12-25,Technology,BBB,640,74656.52,91634.52,0.1474,0.098,184825.7,0.4039,2.6,2,-0.034944,0.076275,-1.587,1.6e-05,2.6912,Medium
LN000917,2020-10-17,Technology,B,608,43077.31,35282.8,0.3068,0.1365,31028.36,1.3883,3.6,1,-0.110895,0.178595,-2.151,0.00248,3.7044,High
LN000918,2023-04-23,Technology,BBB,702,150379.73,55748.7,0.5963,0.0876,332312.95,0.4525,1.9,0,-0.107908,0.069858,-5.3509,0.002016,-0.1357,Low
LN000919,2024-05-07,Industrial,BBB,670,340246.56,164861.48,0.4179,0.1013,466490.13,0.7294,15.5,0,0.073677,0.090061,2.8339,0.001854,1.2298,Medium
LN000920,2025-03-11,Utilities,A,751,14515.19,37700.02,0.0544,0.0857,16109.49,0.901,17.2,2,-0.056267,0.065272,-2.9862,0.002128,1.6103,Medium
LN000921,2024-06-29,Technology,B,509,154876.36,20000.0,1.5,0.1201,223503.77,0.6929,3.8,0,-0.168853,0.128955,-4.5359,0.001377,4.6088,High
LN000922,2023-09-23,Real Estate,BBB,733,72813.82,28658.83,0.5063,0.1,131794.64,0.5525,7.5,2,0.001561,0.077955,0.0694,0.000108,3.1067,High
LN000923,2022-02-17,Healthcare,AA,775,111829.85,120091.49,0.2147,0.0667,260780.03,0.4288,1.3,0,-0.064481,0.065644,-3.4027,0.000638,-1.8978,Low
LN000924,2022-04-19,Industrial,BB,606,163553.17,71561.45,0.4409,0.1089,250233.71,0.6536,4.0,0,-0.100973,0.133233,-2.6253,0.000749,0.7191,Low
LN000925,2020-12-14,Technology,AA,743,80256.04,54709.13,0.1835,0.0609,75864.1,1.0579,7.0,1,0.002525,0.061357,0.1425,8.8e-05,0.9597,Medium
LN000926,2025-04-28,Healthcare,BBB,682,88084.73,41924.86,0.4836,0.0914,121577.42,0.7245,3.4,0,-0.051855,0.094931,-1.8922,0.001167,0.2086,Low
LN000927,2021-07-25,Real Estate,BBB,642,78021.31,84099.17,0.1951,0.1052,217826.6,0.3582,3.1,1,0.142323,0.066391,7.426,0.000985,1.5982,Medium
LN000928,2022-07-06,Finance,B,552,287031.67,33045.03,1.5,0.125,664253.45,0.4321,0.0,0,-0.026911,0.099587,-0.9361,0.000255,4.3927,High
LN000929,2022-09-03,Healthcare,BBB,656,156472.56,74158.94,0.4649,0.0989,303805.01,0.515,11.4,2,0.052177,0.138228,1.3076,5.3e-05,3.0039,High
LN000930,2025-03-28,Industrial,BB,583,125824.32,35886.69,0.7775,0.106,233495.18,0.5389,15.4,0,-0.22347,0.10363,-7.47,0.0,1.714,Medium
LN000931,2024-01-08,Industrial,CCC,469,24390.6,31940.77,0.05,0.1361,43552.97,0.56,24.4,0,-0.135464,0.126486,-3.71,0.000344,1.4547,Medium
LN000932,2024-05-10,Technology,AA,795,65092.35,38321.21,0.3614,0.0704,139673.69,0.466,8.9,0,-0.055358,0.044145,-4.344,0.00133,-1.7055,Low
LN000933,2023-08-10,Real Estate,A,697,265278.65,46037.65,1.0811,0.0733,298308.83,0.8893,5.6,0,-0.057754,0.050908,-3.9299,0.001059,2.7258,Medium
LN000934,2025-01-18,Utilities,BBB,651,102895.2,57862.17,0.3806,0.0929,80775.73,1.2738,2.2,1,0.016318,0.074213,0.7617,0.001629,3.4912,High
LN000935,2020-05-16,Real Estate,BBB,686,203920.32,70602.37,0.5841,0.0952,282967.13,0.7207,40.0,0,0.065908,0.07882,2.8966,0.000252,0.0451,Low
LN000936,2021-04-03,Real Estate,BBB,735,689114.68,20000.0,1.5,0.0956,670735.63,1.0274,6.2,0,0.011076,0.069751,0.5501,0.000176,2.805,Medium
LN000937,2021-01-10,Industrial,B,561,309423.66,34017.98,1.5,0.1241,273883.57,1.1298,8.0,0,-0.041692,0.098802,-1.4617,4.6e-05,5.1266,High
LN000938,2023-09-04,Finance,BB,587,109368.06,45519.72,0.3869,0.112,110676.05,0.9882,8.0,0,-0.078357,0.094202,-2.8814,0.00033,1.8495,Medium
LN000939,2020-11-29,Real Estate,BB,600,56269.72,171706.76,0.05,0.1135,205260.97,0.2741,13.1,0,0.08889,0.097633,3.1539,9e-06,-1.0191,Low
LN000940,2023-03-05,Utilities,A,730,5949.7,28113.3,0.0627,0.0837,8480.67,0.7016,0.1,0,0.105254,0.055487,6.5711,3.1e-05,-0.5921,Low
LN000941,2024-10-26,Consumer,B,541,82024.77,67101.23,0.2953,0.1201,127968.54,0.641,1.7,0,-0.008584,0.112705,-0.2638,0.000422,1.206,Medium
LN000942,2023-12-28,Healthcare,CCC,512,68967.2,170505.22,0.05,0.1386,57093.25,1.208,7.7,1,0.111366,0.15612,2.4711,4e-06,3.611,High
LN000943,2022-03-27,Consumer,B,555,151660.96,23883.0,1.3214,0.131,97919.56,1.5488,15.8,0,0.015591,0.107818,0.5009,0.000817,5.1172,High
LN000944,2023-01-19,Finance,AAA,850,83341.7,78887.86,0.1789,0.0545,81071.21,1.028,8.1,3,0.031393,0.058953,1.8446,0.000135,2.8928,Medium
LN000945,2022-10-02,Healthcare,BB,602,69395.44,34146.31,0.4246,0.1031,166517.33,0.4167,3.7,0,-0.185341,0.13242,-4.8485,0.000438,0.3999,Low
LN000946,2025-01-30,Technology,AA,823,13942.0,42055.96,0.05,0.0668,21512.11,0.6481,3.1,0,-0.02355,0.036939,-2.2085,0.000465,-3.0106,Low
LN000947,2025-05-08,Healthcare,A,725,35102.77,34126.26,0.2148,0.0701,60202.76,0.5831,9.4,0,0.010808,0.052014,0.7198,0.00028,-0.7034,Low
LN000948,2025-01-24,Technology,AA,765,166760.87,35871.55,0.9744,0.0652,302471.57,0.5513,9.5,0,0.049169,0.047927,3.5539,0.001698,-0.0679,Low
LN000949,2022-06-29,Energy,BB,664,651803.49,402454.97,0.2626,0.1195,694507.78,0.9385,6.5,0,-0.099329,0.09774,-3.5204,0.001889,0.3076,Low
LN000950,2025-04-13,Healthcare,BB,564,88674.01,108133.2,0.13,0.1053,208544.62,0.4252,2.4,1,-0.203788,0.091098,-7.7492,0.001805,1.5082,Medium
LN000951,2023-01-30,Utilities,AA,771,141576.03,129471.56,0.2279,0.0608,148370.7,0.9542,18.1,0,-0.02918,0.042904,-2.356,0.001414,-0.605,Low
LN000952,2020-11-24,Healthcare,BBB,654,281454.47,84490.59,0.7863,0.0988,666782.32,0.4221,5.6,1,0.068943,0.085488,2.7936,0.000488,2.1478,Medium
LN000953,2023-06-01,Utilities,BBB,732,40457.88,20000.0,0.3614,0.0873,65181.93,0.6207,10.9,0,-0.115258,0.065042,-6.1386,3.1e-05,-0.5439,Low
LN000954,2020-11-14,Consumer,BBB,715,147782.29,78942.15,0.4764,0.0918,97526.3,1.5153,1.7,0,-0.190086,0.133886,-4.9182,0.001078,1.5794,Medium
LN000955,2024-08-16,Consumer,AA,827,43715.63,126886.81,0.1691,0.068,43750.45,0.9992,3.0,0,-0.000139,0.040281,-0.0119,0.000169,-1.8782,Low
LN000956,2023-09-20,Finance,BBB,661,255584.12,32945.84,1.5,0.0918,168945.5,1.5128,14.5,2,-0.040102,0.114802,-1.2101,1e-05,7.0872,High
LN000957,2024-09-28,Technology,BB,670,116604.52,117680.51,0.1833,0.1088,250660.87,0.4652,0.4,0,0.033305,0.082309,1.4017,7.1e-05,-0.7249,Low
LN000958,2020-06-16,Industrial,AA,799,137076.85,98030.64,0.2451,0.0687,183212.66,0.7482,5.0,1,-0.056093,0.040438,-4.8051,0.000709,0.387,Low
LN000959,2020-01-13,Consumer,AA,814,41736.93,218912.64,0.05,0.0671,23105.01,1.8064,4.6,0,-0.019628,0.040354,-1.6849,0.000786,-0.1363,Low
LN000960,2025-04-10,Utilities,BBB,674,214858.64,44692.09,0.8912,0.0963,337066.11,0.6374,9.7,0,0.165767,0.176209,3.2588,0.000242,2.3049,Medium
LN000961,2020-06-20,Utilities,CCC,488,977921.04,27768.91,1.5,0.1383,1064822.32,0.9184,2.3,0,-0.152831,0.110092,-4.8089,0.001246,5.4943,High
LN000962,2021-10-11,Real Estate,BB,603,32574.89,46483.85,0.215,0.1119,24288.9,1.3411,1.7,1,0.127498,0.100413,4.3985,0.001407,3.0611,High
LN000963,2022-11-27,Finance,BB,604,67932.18,163554.2,0.0525,0.1094,179414.03,0.3786,18.2,1,-0.156009,0.120756,-4.4754,0.000643,1.4595,Medium
LN000964,2020-09-17,Technology,BBB,685,127359.39,20000.0,1.2616,0.0973,179455.5,0.7097,5.9,0,0.056075,0.087312,2.2248,0.001078,2.8062,Medium
LN000965,2023-09-28,Utilities,BB,619,234461.54,20000.0,1.5,0.1075,281439.92,0.8331,0.8,1,-0.050941,0.089011,-1.9825,0.000511,5.7641,High
LN000966,2024-03-28,Technology,AAA,849,53343.06,63740.58,0.1861,0.0491,61373.24,0.8692,1.5,0,-0.116631,0.08355,-4.8357,0.0,-2.4461,Low
LN000967,2022-06-20,Technology,BB,647,5000.0,43922.74,0.05,0.1051,3684.47,1.357,40.0,2,-0.090696,0.124796,-2.5175,0.001396,3.942,High
LN000968,2021-11-03,Energy,B,475,440254.59,60198.91,1.4659,0.1248,352670.29,1.2483,1.5,1,0.036458,0.106382,1.1872,0.002589,7.572,High
LN000969,2020-09-15,Technology,BB,622,227875.96,116043.25,0.3819,0.1059,514280.16,0.4431,6.6,1,-0.020947,0.097035,-0.7478,0.00168,1.7732,Medium
LN000970,2022-04-24,Utilities,B,567,14512.39,40668.19,0.0567,0.1194,16207.1,0.8954,3.8,1,0.143807,0.163542,3.0461,2.4e-05,3.1736,High
LN000971,2022-05-17,Utilities,BB,638,50598.35,20000.0,0.5311,0.1113,68906.2,0.7343,15.2,0,0.192106,0.16098,4.1339,0.000531,1.0029,Medium
LN000972,2024-12-04,Finance,AA,788,554044.71,250480.68,0.4409,0.0661,330138.81,1.6782,9.9,0,-0.064123,0.04695,-4.7311,0.001352,0.1615,Low
LN000973,2020-05-18,Technology,B,555,485325.98,29790.36,1.5,0.1289,386674.78,1.2551,6.4,0,-0.195606,0.132592,-5.1104,0.000345,5.5118,High
LN000974,2022-06-12,Utilities,AA,814,277202.63,28528.93,1.5,0.0628,477552.33,0.5805,0.1,0,-0.062469,0.04219,-5.1291,0.00022,1.0422,Medium
LN000975,2025-01-11,Industrial,BBB,707,81330.5,129651.32,0.1816,0.097,127690.04,0.6369,14.8,0,-0.081012,0.074298,-3.7771,2e-05,-2.0339,Low
LN000976,2021-07-03,Industrial,AA,782,108151.27,45745.91,0.5067,0.0678,294382.8,0.3674,4.1,0,0.036691,0.038602,3.2925,0.000484,-1.7331,Low
LN000977,2020-11-15,Utilities,AAA,850,85475.21,57275.44,0.3081,0.0522,197434.89,0.4329,18.8,0,0.010781,0.024694,1.5124,8.2e-05,-3.1309,Low
LN000978,2024-03-06,Technology,BBB,711,341486.61,83948.02,0.8895,0.0909,420323.26,0.8124,4.8,0,-0.065432,0.086393,-2.6236,5.6e-05,1.015,Medium
LN000979,2024-12-10,Finance,A,676,37668.27,127836.6,0.0799,0.0807,61436.22,0.6131,8.3,0,-0.013275,0.064299,-0.7152,0.001429,-0.8083,Low
LN000980,2023-03-23,Healthcare,BBB,652,40685.23,47409.48,0.2369,0.0968,48386.64,0.8408,0.5,0,0.085653,0.070257,4.2232,5.9e-05,0.1222,Low
LN000981,2021-07-12,Technology,BBB,706,299929.3,173505.82,0.3761,0.095,921009.82,0.3257,9.6,1,0.129025,0.075314,5.9346,1.1e-05,0.9258,Medium
LN000982,2020-05-19,Finance,AAA,850,94014.32,20000.0,0.848,0.0396,200949.37,0.4679,2.9,0,0.002106,0.029342,0.2486,0.000171,-1.6033,Low
LN000983,2024-09-30,Consumer,AA,803,449690.16,101910.58,0.9478,0.0658,649649.41,0.6922,3.0,1,-0.356786,0.122418,-10.0961,0.000124,2.0451,Medium
LN000984,2021-06-15,Finance,BBB,658,47161.66,33267.32,0.2903,0.1061,68974.66,0.6838,0.9,0,0.008558,0.103424,0.2866,6.7e-05,-0.2799,Low
LN000985,2020-08-12,Energy,BBB,647,92943.2,156465.36,0.1162,0.0932,223615.63,0.4156,1.1,0,0.055258,0.074819,2.5584,1e-06,-1.5494,Low
LN000986,2021-12-24,Consumer,BB,595,35787.21,66133.53,0.1223,0.1064,60911.47,0.5875,1.4,0,-0.000863,0.129049,-0.0232,0.0001,0.8768,Medium
LN000987,2022-02-25,Industrial,BB,648,99518.51,37382.81,0.5152,0.1119,250584.17,0.3971,2.8,0,0.047022,0.08839,1.8428,0.001041,0.2599,Low
LN000988,2024-09-13,Industrial,B,534,19411.06,95224.14,0.0521,0.1266,10895.87,1.7815,15.6,0,0.017226,0.117046,0.5098,9.8e-05,3.4485,High
LN000989,2022-10-04,Healthcare,BB,612,57734.1,111885.56,0.0736,0.116,93722.59,0.616,3.2,0,-0.217485,0.148014,-5.09,0.000249,0.3692,Low
LN000990,2021-02-13,Healthcare,BBB,651,20335.45,93838.07,0.1071,0.0887,22335.82,0.9104,9.0,0,-0.081451,0.074895,-3.7673,0.000144,0.3443,Low
LN000991,2020-11-21,Finance,BB,631,211782.6,29120.94,1.4488,0.1137,577155.35,0.3669,0.6,0,-0.054372,0.102781,-1.8325,2.9e-05,3.4784,High
LN000992,2024-10-31,Finance,A,716,217129.29,42667.3,0.9986,0.083,544056.16,0.3991,6.3,1,0.050555,0.057017,3.0714,0.001705,2.1781,Medium
LN000993,2020-10-26,Technology,A,727,14716.3,59703.68,0.05,0.0793,20127.56,0.7312,4.6,0,-0.053288,0.056193,-3.285,0.000166,-1.1298,Low
LN000994,2023-06-16,Real Estate,BB,567,428169.46,58169.6,1.4856,0.1117,1068243.97,0.4008,26.7,0,0.024442,0.097074,0.8722,0.000177,3.5385,High
LN000995,2025-04-29,Real Estate,BBB,629,1539790.06,101196.74,1.5,0.1001,4241393.58,0.363,13.1,0,0.008872,0.142518,0.2156,0.001109,2.6277,Medium
LN000996,2020-01-26,Technology,BB,610,103840.05,20000.0,1.0578,0.1144,144403.93,0.7191,4.2,0,0.127952,0.092071,4.8141,5e-05,2.4869,Medium
LN000997,2025-02-01,Industrial,B,516,48765.3,75661.82,0.0775,0.1193,176936.79,0.2756,10.4,3,-0.041481,0.150496,-0.9548,0.000887,5.0922,High
LN000998,2021-12-15,Energy,B,602,2000000.0,48874.6,1.5,0.1291,2666083.97,0.7502,1.5,0,-0.285441,0.144153,-6.8593,0.000132,3.5209,High
LN000999,2022-10-06,Real Estate,B,498,23135.76,33291.24,0.1703,0.1247,28661.97,0.8072,5.8,0,0.045373,0.100854,1.5585,0.000151,2.3218,Medium
LN001000,2020-07-12,Technology,BBB,649,100923.4,35605.64,0.6411,0.0954,192618.37,0.524,0.5,0,0.146311,0.075277,6.7329,0.000422,1.4304,Medium
LN001001,2021-03-16,Industrial,A,730,120280.83,51525.06,0.4156,0.0804,140936.99,0.8534,3.0,0,0.035819,0.070617,1.7571,5e-06,0.4522,Low
LN001002,2021-07-27,Finance,BB,600,433506.64,20000.0,1.5,0.1092,605493.01,0.716,1.8,0,-0.093787,0.094598,-3.4344,1e-06,4.476,High
LN001003,2022-08-04,Utilities,BBB,642,146636.63,36647.38,0.8145,0.101,347836.09,0.4216,8.9,2,-0.084201,0.067018,-4.3523,6.8e-05,3.9519,High
LN001004,2022-09-24,Real Estate,BB,586,57039.7,32432.93,0.3514,0.1096,77589.72,0.7351,4.7,0,-0.218079,0.181338,-4.166,0.000224,1.1612,Medium
LN001005,2021-05-18,Finance,BB,585,34672.33,86937.8,0.0599,0.1044,23758.37,1.4594,9.7,0,0.192555,0.107939,6.1796,0.000614,1.1687,Medium
LN001006,2021-08-28,Technology,BB,602,67778.21,34068.6,0.3287,0.108,105971.32,0.6396,5.1,0,-0.048407,0.091514,-1.8323,7.2e-05,1.549,Medium
LN001007,2024-09-12,Real Estate,BBB,718,32610.18,51504.29,0.176,0.0959,33318.31,0.9787,0.6,0,-0.073117,0.084256,-3.0061,0.000459,-0.148,Low
LN001008,2023-03-09,Energy,A,731,104048.03,176238.53,0.0793,0.0861,198534.13,0.5241,9.3,0,-0.016583,0.051833,-1.1083,2.5e-05,-1.4897,Low
LN001009,2024-11-21,Industrial,BBB,699,53070.91,120095.92,0.05,0.098,94642.33,0.5608,12.5,0,-0.040368,0.078676,-1.7774,0.000135,-1.0793,Low
LN001010,2022-04-26,Finance,AA,802,19083.1,112599.21,0.0835,0.0607,46402.96,0.4112,16.4,0,0.117154,0.088424,4.5896,6.5e-05,-3.3473,Low
LN001011,2020-01-04,Industrial,B,577,392644.68,42196.36,1.5,0.1374,761978.25,0.5153,5.9,0,-0.173078,0.140383,-4.2709,0.000457,3.3166,High
LN001012,2023-07-10,Energy,BBB,600,57100.05,87563.77,0.0542,0.0963,119211.91,0.479,9.8,0,0.072517,0.073231,3.4303,7e-06,-0.527,Low
LN001013,2023-05-07,Finance,A,722,24466.24,50831.5,0.0954,0.0864,25270.95,0.9682,9.8,0,-0.004394,0.065159,-0.2336,0.000216,-0.9136,Low
LN001014,2021-04-12,Industrial,AAA,850,82036.12,52194.62,0.329,0.0492,152742.62,0.5371,1.2,0,0.043927,0.043906,3.4658,0.000213,-2.2761,Low
LN001015,2020-11-17,Utilities,BB,595,106426.38,79760.19,0.2911,0.1127,315713.12,0.3371,1.3,0,0.122658,0.088311,4.8114,0.000325,0.7839,Low
LN001016,2020-01-06,Energy,BB,654,14456.31,39422.99,0.0582,0.1142,14815.46,0.9758,0.5,0,-0.007988,0.081342,-0.3402,0.000268,0.6046,Low
LN001017,2020-08-10,Energy,BBB,707,142174.78,170263.44,0.2935,0.1011,394237.09,0.3606,2.7,0,-0.040216,0.079082,-1.7616,0.00013,-0.4411,Low
LN001018,2023-10-06,Energy,AA,778,31198.54,53525.26,0.1052,0.0703,33805.77,0.9229,4.5,2,-0.006631,0.053408,-0.4301,0.000289,1.8136,Medium
LN001019,2021-07-01,Technology,BBB,657,648314.82,92304.89,1.3932,0.0994,622403.07,1.0416,40.0,1,-0.017426,0.065117,-0.927,5.2e-05,4.035,High
LN001020,2020-08-16,Healthcare,A,704,175668.95,165863.48,0.172,0.0784,266955.36,0.658,3.9,3,-0.095245,0.052009,-6.3438,0.000845,3.2768,High
LN001021,2020-02-09,Industrial,BB,594,63583.55,123273.12,0.1094,0.1071,114287.69,0.5563,9.1,3,0.114946,0.084646,4.7041,0.000238,4.7158,High
LN001022,2021-06-26,Energy,BB,579,43491.27,22331.57,0.4203,0.1117,84543.0,0.5144,8.3,1,0.004504,0.088556,0.1762,0.001057,2.4742,Medium
LN001023,2020-08-30,Industrial,BBB,680,87951.04,81750.49,0.2753,0.0997,80807.94,1.0884,1.6,2,-0.109586,0.080576,-4.7112,0.000621,4.1099,High
LN001024,2022-06-17,Energy,A,693,193700.77,108608.35,0.2822,0.0789,311105.03,0.6226,0.4,1,-0.128276,0.056958,-7.8015,0.0,0.9972,Medium
LN001025,2023-02-07,Industrial,CCC,505,95985.89,111781.81,0.1594,0.1453,98492.4,0.9746,5.5,1,-0.293911,0.116464,-8.742,4e-05,3.7047,High
LN001026,2023-12-19,Finance,BBB,685,77740.01,27465.71,0.5884,0.1023,57846.97,1.3439,8.4,0,0.058254,0.105705,1.9091,0.000809,1.6874,Medium
LN001027,2025-02-11,Industrial,BB,568,105261.95,37800.41,0.5863,0.1054,97999.02,1.0741,40.0,0,-0.067614,0.083134,-2.8174,0.001182,1.2825,Medium
LN001028,2022-04-22,Real Estate,AA,828,50805.26,120113.3,0.0849,0.0608,50786.97,1.0004,3.1,1,-0.031682,0.048682,-2.2544,0.001391,0.474,Low
LN001029,2023-11-19,Healthcare,BBB,682,67675.09,35128.49,0.4124,0.0943,112545.35,0.6013,15.9,0,0.03158,0.126078,0.8677,0.000227,0.2944,Low
LN001030,2024-07-11,Finance,AAA,850,9952.99,48543.36,0.05,0.0515,21301.1,0.4673,3.4,1,-0.028035,0.039617,-2.4513,4.7e-05,-2.1034,Low
LN001031,2025-05-23,Utilities,BBB,651,288110.35,180432.69,0.3973,0.0924,215737.18,1.3355,8.2,0,0.02995,0.090261,1.1494,1.5e-05,1.8612,Medium
LN001032,2021-10-23,Finance,CCC,505,137129.03,57903.93,0.5233,0.1468,213088.32,0.6435,6.4,0,-0.012601,0.121286,-0.3599,0.001629,1.878,Medium
LN001033,2023-04-25,Energy,BBB,698,42158.79,35999.42,0.167,0.0971,35543.74,1.1861,0.4,1,-0.01703,0.065403,-0.902,0.000131,2.4425,Medium
LN001034,2020-11-10,Consumer,AAA,847,796998.82,32392.04,1.5,0.0502,1383659.89,0.576,0.6,2,-0.072181,0.040777,-6.132,4.9e-05,3.5158,High
LN001035,2021-11-22,Real Estate,AAA,850,108631.66,75576.72,0.2351,0.0428,114305.03,0.9504,0.1,0,-0.041209,0.039989,-3.5697,4.5e-05,-1.5612,Low
LN001036,2024-02-12,Utilities,BBB,671,31578.82,23548.01,0.3021,0.0884,27993.02,1.1281,3.2,1,0.027741,0.06734,1.4271,0.000508,1.6348,Medium
LN001037,2021-02-28,Healthcare,A,758,253320.6,50355.59,0.9419,0.0814,470841.58,0.538,9.6,1,-0.054498,0.062404,-3.0252,0.000319,1.3731,Medium
LN001038,2021-08-17,Finance,AAA,850,152947.96,75603.77,0.3881,0.0393,163257.5,0.9369,1.3,0,0.066092,0.06938,3.3,0.000416,-1.1892,Low
LN001039,2025-05-17,Consumer,BB,624,152365.57,148658.18,0.2277,0.1151,181253.59,0.8406,6.5,0,0.182695,0.08459,7.4816,0.001147,0.4828,Low
LN001040,2021-09-14,Consumer,BBB,628,61800.63,95538.41,0.1261,0.0942,34326.51,1.8004,2.4,0,0.035422,0.077364,1.5861,0.000439,1.6748,Medium
LN001041,2023-03-16,Finance,A,739,162031.38,36321.11,0.9052,0.0962,319389.24,0.5073,11.2,0,0.082408,0.062365,4.5774,0.002254,0.8626,Low
LN001042,2022-11-09,Energy,B,531,74018.17,136611.11,0.0551,0.1365,138750.04,0.5335,11.2,0,0.065355,0.128295,1.7647,0.0,1.522,Medium
LN001043,2020-08-15,Technology,AA,768,181958.81,48549.51,0.7793,0.0641,246155.5,0.7392,10.5,0,-0.0529,0.069811,-2.6249,0.001309,0.2887,Low
LN001044,2023-01-22,Finance,CCC,533,12143.64,25210.3,0.0657,0.1395,8897.53,1.3648,5.2,0,-0.002205,0.138482,-0.0552,4.7e-05,2.1594,Medium
LN001045,2023-08-24,Energy,A,724,61251.23,53080.83,0.2146,0.085,134119.55,0.4567,2.3,1,0.108333,0.059097,6.3502,0.000384,1.0216,Medium
LN001046,2023-08-08,Healthcare,B,524,656298.25,163851.93,0.813,0.1335,678653.02,0.9671,11.6,0,-0.068343,0.096495,-2.4534,8.6e-05,2.7294,Medium
LN001047,2020-03-07,Energy,BB,601,42456.1,67216.1,0.1315,0.1018,47804.95,0.8881,1.4,0,-0.11018,0.0886,-4.3078,0.000789,0.7804,Low
LN001048,2020-01-25,Consumer,B,517,50806.41,60401.26,0.1694,0.1161,172921.93,0.2938,2.4,0,-0.159241,0.117776,-4.6837,3e-06,0.8363,Low
LN001049,2020-05-24,Real Estate,CCC,525,60309.36,188348.29,0.05,0.1369,61438.25,0.9816,1.4,1,-0.058078,0.134263,-1.4984,0.000457,4.2896,High
LN001050,2021-06-20,Real Estate,A,712,25944.46,21983.59,0.2211,0.0829,47126.81,0.5505,7.9,1,-0.14566,0.117048,-4.3109,0.0009,0.816,Low
LN001051,2022-03-22,Healthcare,CCC,503,8698.37,24344.97,0.0716,0.1425,14701.84,0.5917,8.1,0,0.179627,0.12209,5.0966,0.001592,1.1792,Medium
LN001052,2024-01-06,Utilities,BBB,703,76600.2,20000.0,0.6972,0.1003,120864.32,0.6338,7.4,2,0.001251,0.085017,0.051,1.2e-05,3.29,High
LN001053,2020-03-26,Real Estate,BBB,657,114627.77,77718.9,0.2719,0.089,173207.5,0.6618,3.8,1,0.061488,0.080495,2.6461,0.001062,1.9814,Medium
LN001054,2024-07-18,Healthcare,BBB,683,93175.9,67275.08,0.2964,0.0834,146210.09,0.6373,0.7,1,-0.033916,0.068265,-1.7211,0.003332,1.2708,Medium
LN001055,2024-07-03,Technology,BBB,644,84173.34,176295.26,0.05,0.0993,126678.77,0.6645,16.9,1,-0.103151,0.077368,-4.6185,0.000588,0.8822,Medium
LN001056,2024-12-09,Utilities,A,791,103501.87,70999.82,0.3494,0.0759,136841.37,0.7564,5.0,0,-0.099483,0.065742,-5.242,1.2e-05,-1.4079,Low
LN001057,2024-12-22,Technology,BBB,693,304104.18,45120.41,1.4114,0.0849,751359.02,0.4047,3.7,0,-0.144185,0.125217,-3.9889,0.001903,2.4352,Medium
LN001058,2024-04-25,Finance,BBB,665,80058.2,59949.42,0.2048,0.0957,63923.67,1.2524,6.2,0,0.0115,0.074131,0.5374,4.9e-05,1.0518,Medium
LN001059,2023-02-18,Real Estate,BB,590,52496.89,65016.42,0.2294,0.114,106627.04,0.4923,1.5,0,0.044313,0.15834,0.9695,2e-06,0.0164,Low
LN001060,2020-12-28,Energy,B,547,72457.97,20000.0,0.7174,0.1244,135903.3,0.5332,1.0,0,0.043909,0.110631,1.3749,0.000423,2.8446,Medium
LN001061,2024-05-30,Finance,BBB,661,186704.31,399205.72,0.1145,0.0927,333247.62,0.5603,3.6,2,-0.118472,0.070554,-5.8168,0.0,2.7001,Medium
LN001062,2025-02-08,Technology,A,778,466600.9,86155.55,1.0583,0.0792,984630.12,0.4739,1.8,0,-0.009699,0.054256,-0.6192,4.7e-05,0.8733,Medium
LN001063,2022-10-23,Consumer,A,699,49466.05,69355.85,0.1888,0.0781,64344.2,0.7688,2.0,3,-0.063843,0.053056,-4.1684,0.000516,3.8535,High
LN001064,2022-10-27,Technology,A,733,110065.09,92098.58,0.2593,0.0733,70349.96,1.5645,15.6,0,0.012402,0.062064,0.6922,6e-06,0.5966,Low
LN001065,2023-07-27,Energy,AA,789,143228.02,98379.5,0.2505,0.0614,187826.91,0.7626,5.3,0,0.011466,0.035443,1.1206,0.000456,-1.3647,Low
LN001066,2023-09-17,Utilities,BBB,667,33129.0,54263.8,0.0638,0.0976,30082.13,1.1013,4.6,0,-0.104896,0.076777,-4.7327,8.5e-05,0.198,Low
LN001067,2024-09-26,Utilities,A,727,100957.9,38489.13,0.4516,0.0816,101693.15,0.9928,8.2,0,0.099752,0.139143,2.4834,0.000198,0.274,Low
LN001068,2021-10-27,Consumer,CCC,487,19687.89,91091.11,0.0526,0.1408,16168.03,1.2177,21.2,3,0.281228,0.13218,7.3703,0.000125,7.2362,High
LN001069,2020-12-30,Real Estate,BBB,691,14101.62,78432.81,0.0646,0.09,15726.57,0.8967,0.8,1,0.057522,0.093525,2.1306,0.002413,1.741,Medium
LN001070,2020-03-18,Finance,BBB,685,147771.29,33964.7,0.9027,0.0941,157121.01,0.9405,12.6,0,-0.023416,0.067534,-1.2011,0.00035,1.2631,Medium
LN001071,2020-01-28,Finance,BB,620,64714.32,161672.01,0.0742,0.0991,33749.13,1.9175,6.1,2,-0.048965,0.092815,-1.8275,2.3e-05,5.7503,High
LN001072,2023-12-07,Technology,AA,714,123316.37,73522.48,0.2776,0.0659,220267.33,0.5598,1.1,1,-0.015759,0.041744,-1.3078,0.000666,0.9396,Medium
