customer_id,age,gender,region,customer_segment,tenure_months,monthly_spend,num_products,login_frequency,support_tickets,satisfaction_score,days_since_last_purchase,discount_used,churned
CUST00705,21.0,Male,South,Basic,32,949.37,2,9,0,3,354,1,0
CUST00706,53.0,Male,Central,Standard,98,2909.63,3,8,3,5,54,1,0
CUST00707,23.0,Male,South,Standard,64,1505.35,2,16,1,2,223,0,1
CUST00708,48.0,Female,West,Premium,71,4514.38,4,10,1,5,219,1,0
CUST00709,36.0,Female,East,Basic,42,830.42,3,11,3,2,316,1,1
CUST00710,61.0,Female,South,Premium,48,4026.84,2,10,2,1,170,1,0
CUST00711,56.0,Male,South,Basic,74,754.96,3,13,2,3,189,0,0
CUST00712,44.0,Male,West,New,114,603.09,5,10,0,3,32,0,0
CUST00713,,Female,North,New,81,409.31,1,13,2,4,53,1,0
CUST00714,43.0,Female,North,Standard,30,2424.5,2,18,0,2,139,1,0
CUST00715,36.0,Male,Central,Standard,21,2318.98,2,12,2,4,47,1,0
CUST00716,56.0,Female,West,Premium,60,4971.13,2,15,2,3,90,0,0
CUST00717,20.0,Other,East,Basic,13,1182.57,2,13,2,5,316,1,0
CUST00718,,Female,East,Basic,1,791.69,2,13,0,1,36,1,1
CUST00719,30.0,Female,West,Standard,65,1761.48,3,10,2,4,225,1,0
CUST00720,67.0,Female,East,Standard,111,,3,16,2,4,42,1,0
CUST00721,45.0,Male,North,Basic,33,141.77,2,14,2,5,228,1,0
CUST00722,37.0,Female,East,New,38,338.13,1,11,2,5,269,0,0
CUST00723,45.0,Other,East,Standard,25,2480.94,2,12,0,5,186,1,0
CUST00724,25.0,Male,West,Basic,26,930.9,2,8,0,2,357,1,1
CUST00725,58.0,Female,West,Premium,77,4267.35,2,18,1,5,235,1,0
CUST00726,56.0,Female,East,Premium,59,4194.13,5,6,2,5,122,1,0
CUST00727,18.0,Female,South,New,92,688.84,2,21,1,5,321,0,0
CUST00728,20.0,Female,West,Basic,33,880.15,1,11,0,3,117,1,0
CUST00729,30.0,Female,Central,Basic,101,840.1,2,6,1,5,357,1,0
CUST00730,45.0,Female,Central,Premium,41,6397.28,4,11,2,4,39,0,0
CUST00731,66.0,Male,North,Basic,30,905.56,3,10,1,4,162,1,0
CUST00732,42.0,Female,East,Standard,57,2041.89,2,8,1,4,109,1,0
CUST00733,50.0,Male,South,Standard,49,1367.94,1,18,1,4,14,0,0
CUST00734,55.0,Male,North,Standard,48,2133.08,2,10,2,4,166,0,0
CUST00735,23.0,Male,East,Premium,72,6051.23,2,10,2,4,362,0,0
CUST00736,61.0,Female,West,Basic,49,1161.16,5,13,1,5,331,0,0
CUST00737,62.0,Male,Central,Basic,47,992.62,3,11,1,4,335,0,0
CUST00738,49.0,Female,South,Premium,56,4312.19,3,11,1,4,112,1,0
CUST00739,62.0,Female,Central,Premium,65,4813.07,2,13,0,3,234,0,0
CUST00740,64.0,Female,West,Premium,12,3831.87,2,14,1,5,202,1,0
CUST00741,38.0,Male,East,Premium,69,3599.11,4,7,1,4,323,0,0
CUST00742,33.0,Female,West,Basic,88,483.94,2,12,2,3,139,1,0
CUST00743,38.0,Female,West,Basic,6,1292.54,5,19,0,5,267,0,1
CUST00744,28.0,Female,Central,Premium,89,3397.3,2,11,2,3,272,1,0
CUST00745,54.0,Male,South,Premium,65,4100.29,1,12,0,2,166,0,0
CUST00746,53.0,Male,West,Basic,25,635.54,3,12,0,4,169,0,0
CUST00747,52.0,Male,Central,Basic,1,909.81,1,13,2,4,257,0,1
CUST00748,36.0,Male,South,Standard,32,2169.96,1,12,1,3,124,1,0
CUST00749,37.0,Male,East,Standard,106,2068.67,2,11,1,3,38,0,0
CUST00750,35.0,Female,East,Basic,106,442.12,3,11,1,5,249,1,0
CUST00751,64.0,Male,North,Standard,3,2038.3,2,14,3,3,237,0,1
CUST00752,58.0,Male,Central,Premium,49,5398.26,1,8,0,3,98,0,0
CUST00753,66.0,Male,South,Basic,19,1097.57,3,9,1,5,60,0,0
CUST00754,31.0,Male,West,Basic,60,150.16,2,14,2,3,19,1,0
CUST00755,32.0,Male,East,Basic,107,1013.17,5,11,4,4,124,0,0
CUST00756,48.0,Male,South,Basic,29,590.26,2,10,4,3,226,0,0
CUST00757,18.0,Male,Central,Basic,50,722.45,3,6,0,4,100,1,0
CUST00758,20.0,Female,North,Standard,2,2030.2,1,16,6,4,324,0,1
CUST00759,33.0,Other,East,Standard,73,1981.7,3,5,3,5,17,1,0
CUST00760,40.0,Male,South,Premium,56,4611.15,3,9,0,4,248,0,0
CUST00761,28.0,Male,South,Premium,17,4371.63,4,12,0,4,80,1,0
CUST00762,29.0,Female,South,Basic,60,1035.1,1,10,0,5,85,1,0
CUST00763,27.0,Male,Central,New,110,657.62,2,19,0,5,348,0,0
CUST00764,49.0,Male,Central,New,36,404.13,3,19,2,2,29,0,1
CUST00765,33.0,Female,Central,Basic,61,794.15,1,15,2,5,134,1,0
CUST00766,25.0,Male,West,Premium,17,5635.13,2,13,2,4,194,1,0
CUST00767,55.0,Female,South,Premium,49,5667.22,5,10,1,4,119,1,0
CUST00768,29.0,Female,East,Basic,76,1058.73,2,7,1,4,191,1,0
CUST00769,41.0,Male,Central,Basic,60,1387.18,5,10,1,4,153,0,0
CUST00770,45.0,Male,Central,Basic,20,849.83,1,17,3,3,343,1,0
CUST00771,25.0,Female,South,Basic,50,,3,13,0,4,272,1,0
CUST00772,45.0,Male,Central,Basic,3,715.92,2,14,1,4,132,1,0
CUST00773,53.0,Male,West,Basic,43,968.26,2,6,2,3,363,1,0
CUST00774,43.0,Female,West,Premium,57,2319.22,5,14,0,4,8,1,0
CUST00775,25.0,Female,Central,Basic,50,748.7,1,11,3,5,134,1,0
CUST00776,67.0,Male,South,New,68,290.02,4,13,1,4,309,1,0
CUST00777,45.0,Female,South,Standard,81,1482.43,3,12,1,4,192,0,0
CUST00778,45.0,Male,South,Basic,50,1421.64,1,16,1,5,91,0,0
CUST00779,54.0,Female,North,Standard,37,1181.75,4,12,2,4,249,0,0
CUST00780,58.0,Female,Central,New,46,144.87,2,18,2,2,252,1,1
CUST00781,53.0,Female,South,Premium,42,4234.33,4,13,0,4,63,1,0
CUST00782,44.0,Female,West,Basic,15,979.36,2,11,2,3,216,0,0
CUST00783,34.0,Other,East,Premium,33,5797.32,4,11,0,5,134,0,0
CUST00784,26.0,Male,East,Basic,80,735.39,3,12,0,5,107,0,0
CUST00785,50.0,Female,South,Premium,11,4455.19,1,11,4,4,161,0,0
CUST00786,37.0,Male,East,Standard,119,1201.47,3,16,1,4,258,1,0
CUST00787,30.0,Male,East,Standard,20,2339.98,1,7,1,4,16,1,0
CUST00788,45.0,Male,North,New,102,467.07,2,8,1,3,358,1,0
CUST00789,65.0,Female,West,Standard,24,1809.08,1,14,0,5,59,1,0
CUST00790,46.0,Other,West,Premium,64,5781.77,1,16,0,4,9,1,0
CUST00791,30.0,Male,North,Basic,118,1046.26,1,15,2,2,197,1,0
CUST00792,63.0,Male,North,Standard,80,1796.69,2,14,3,5,117,1,0
CUST00793,52.0,Female,East,New,94,338.09,2,10,1,3,10,1,0
CUST00794,23.0,Male,Central,Premium,98,5191.1,2,14,2,5,350,1,0
CUST00795,35.0,Male,East,Basic,65,628.59,1,13,1,4,7,1,0
CUST00796,68.0,Female,North,Standard,88,981.07,3,9,3,4,349,0,0
CUST00797,22.0,Female,West,Premium,88,5302.95,3,11,1,2,194,1,0
CUST00798,64.0,Other,East,Basic,73,691.14,2,9,2,3,123,0,0
CUST00799,42.0,Male,Central,Basic,86,1063.62,4,13,3,5,63,0,0
CUST00800,19.0,Male,East,Basic,76,370.07,3,13,3,4,4,0,0
CUST00801,27.0,Female,South,Standard,17,2839.81,3,12,0,5,284,0,0
CUST00802,47.0,Female,East,Standard,89,2377.14,1,8,1,4,328,1,0
CUST00803,67.0,Female,North,Standard,92,3050.7,1,17,0,5,250,0,0
CUST00804,62.0,Female,West,New,61,724.69,4,11,3,5,130,1,0
CUST00805,22.0,Male,West,Standard,15,1349.75,4,14,2,4,75,0,0
CUST00806,50.0,Female,North,Standard,94,3073.15,1,11,1,4,329,1,0
CUST00807,18.0,Male,South,Standard,51,2460.07,2,15,1,5,358,1,0
CUST00808,35.0,Male,North,Basic,27,496.12,3,7,2,3,254,0,0
CUST00809,49.0,Female,East,Standard,86,2462.69,3,10,3,5,323,1,0
CUST00810,64.0,Male,North,New,74,567.4,4,15,1,4,167,1,0
CUST00811,66.0,Male,North,Standard,61,2271.51,1,12,0,4,201,1,0
CUST00812,28.0,Female,South,New,58,473.61,2,12,1,2,168,1,1
CUST00813,38.0,Male,East,Premium,31,2271.68,1,18,2,5,284,1,0
CUST00814,43.0,Female,Central,Basic,91,558.71,2,16,3,3,348,0,0
CUST00815,42.0,Male,Central,New,12,470.59,1,17,3,5,338,1,0
CUST00816,39.0,Female,West,Premium,46,4293.74,4,11,2,4,51,1,0
CUST00817,44.0,Male,North,New,31,347.55,2,22,0,3,56,0,0
CUST00818,66.0,Male,West,Standard,32,1621.74,4,8,0,5,73,1,0
CUST00819,30.0,Other,South,New,32,129.75,1,12,2,5,282,1,0
CUST00820,50.0,Female,Central,Basic,105,314.47,1,8,0,5,88,0,0
CUST00821,51.0,Female,North,Standard,109,2700.56,1,11,2,4,52,1,0
CUST00822,58.0,Male,South,Premium,99,5032.76,2,13,2,4,125,1,0
CUST00823,52.0,Female,South,Standard,53,2311.94,4,9,0,4,262,0,0
CUST00824,18.0,Female,North,Premium,61,3869.42,2,9,1,4,268,1,0
CUST00825,38.0,Female,South,Premium,46,2957.05,1,12,1,1,63,1,0
CUST00826,65.0,Female,North,Premium,85,4989.43,1,12,0,3,36,0,0
CUST00827,23.0,Male,North,Standard,74,2397.47,1,13,2,5,9,1,0
CUST00828,45.0,Male,East,Basic,80,1159.36,3,12,2,4,330,1,0
CUST00829,34.0,Female,West,Premium,7,5441.19,2,19,1,5,323,1,1
CUST00830,22.0,Male,South,Premium,4,3882.63,3,6,2,3,241,0,1
CUST00831,48.0,Male,South,Basic,91,1242.24,3,13,2,5,285,1,0
CUST00832,22.0,Female,East,Premium,52,5617.08,1,10,0,4,327,1,0
CUST00833,55.0,Female,East,Premium,119,4292.01,1,12,1,5,90,1,0
CUST00834,20.0,Female,East,Premium,89,4522.74,3,10,3,4,264,1,0
CUST00835,40.0,Female,Central,New,31,514.17,3,17,2,5,299,0,0
CUST00836,54.0,Female,Central,Basic,75,770.23,2,17,1,4,205,0,0
CUST00837,54.0,Male,Central,Standard,112,,1,11,1,4,291,0,0
CUST00838,27.0,Male,North,Basic,84,595.74,1,9,2,2,211,1,1
CUST00839,27.0,Male,South,Standard,36,2034.7,1,15,3,4,278,1,0
CUST00840,36.0,Male,West,Basic,54,1200.01,1,11,2,5,207,1,0
CUST00841,34.0,Female,North,Basic,54,1055.32,1,13,1,3,322,1,0
CUST00842,38.0,Male,South,Basic,119,699.96,2,19,0,4,358,0,0
CUST00843,31.0,Male,South,Standard,17,2994.45,1,21,2,1,94,0,0
CUST00844,26.0,Male,East,Premium,109,4545.14,1,14,1,5,199,0,0
CUST00845,63.0,Male,East,Standard,75,1632.54,4,13,1,5,351,1,0
CUST00846,18.0,Male,North,New,30,589.53,2,10,1,4,169,1,0
CUST00847,68.0,Male,East,Basic,99,898.04,5,11,1,2,297,1,1
CUST00848,62.0,Male,South,Basic,105,667.77,2,8,1,4,227,1,0
CUST00849,30.0,Male,East,New,102,291.76,3,11,1,1,4,1,1
CUST00850,21.0,Male,Central,Premium,22,3678.39,1,14,1,4,98,0,0
CUST00851,18.0,Female,East,Basic,117,863.35,3,17,3,3,193,1,0
CUST00852,66.0,Male,South,Basic,43,941.19,1,10,1,4,266,0,0
CUST00853,57.0,Male,North,New,112,354.21,1,15,2,1,350,0,1
CUST00854,49.0,Female,West,New,115,501.95,5,10,1,2,224,1,1
CUST00855,51.0,Male,East,Basic,27,789.67,2,7,2,1,67,1,0
CUST00856,45.0,Female,South,Standard,37,2540.35,5,17,3,4,138,0,0
CUST00857,48.0,Female,West,Basic,46,674.24,2,13,1,4,329,0,0
CUST00858,25.0,Male,West,Premium,113,5203.31,2,15,1,3,239,0,0
CUST00859,56.0,Female,Central,Basic,35,777.52,2,10,2,4,309,0,0
CUST00860,43.0,Male,West,New,4,342.82,3,16,1,5,4,1,0
CUST00861,51.0,Female,South,Standard,80,2733.73,2,17,1,3,324,1,0
CUST00862,20.0,Male,South,Basic,80,787.96,5,15,1,5,352,1,0
CUST00863,67.0,Female,East,Standard,85,1644.53,1,15,2,4,102,0,0
CUST00864,29.0,Male,East,Standard,26,3260.24,3,7,1,1,44,0,0
CUST00865,18.0,Female,East,Standard,100,2017.91,2,11,1,4,119,0,0
CUST00866,61.0,Female,West,Basic,19,204.54,1,6,2,4,188,1,0
CUST00867,22.0,Male,West,New,81,812.01,2,14,2,4,231,1,0
CUST00868,47.0,Male,Central,New,45,256.55,2,15,2,3,190,0,0
CUST00869,47.0,Female,East,Premium,26,4363.07,1,13,0,5,110,0,0
CUST00870,34.0,Female,North,New,22,667.31,1,15,2,4,302,0,0
CUST00871,65.0,Male,Central,Basic,119,1134.84,2,9,2,4,279,0,0
CUST00872,,Female,North,Standard,58,3063.94,2,11,0,2,106,0,0
CUST00873,40.0,Other,West,Premium,63,4879.23,2,11,2,3,165,1,0
CUST00874,32.0,Female,Central,Standard,28,1949.47,1,11,2,4,126,1,0
CUST00875,54.0,Male,Central,New,65,100.0,1,12,5,4,346,0,1
CUST00876,38.0,Female,South,Basic,44,1020.71,5,15,1,5,98,0,0
CUST00877,31.0,Male,West,Basic,100,1049.17,5,13,2,4,331,0,0
CUST00878,19.0,Other,West,Standard,43,2919.99,2,11,3,3,120,0,0
CUST00879,28.0,Female,Central,Basic,37,713.56,5,12,0,4,341,1,0
CUST00880,68.0,Male,West,Premium,66,4193.05,3,14,1,1,299,1,1
CUST00881,56.0,Female,Central,Standard,17,2683.99,1,15,1,4,344,1,0
CUST00882,55.0,Male,South,Basic,40,1187.26,1,11,2,5,143,1,0
CUST00883,51.0,Other,Central,Premium,38,5569.11,4,14,3,4,195,1,0
CUST00884,55.0,Other,West,Basic,85,704.32,3,10,2,5,130,0,0
CUST00885,67.0,Female,West,Standard,61,1800.52,4,14,0,5,104,0,0
CUST00886,51.0,Male,Central,Basic,9,867.49,4,12,1,4,93,0,0
CUST00887,,Female,Central,Standard,77,2296.14,2,15,1,2,297,1,1
CUST00888,47.0,Male,Central,Basic,75,985.09,1,15,1,4,222,1,0
CUST00889,32.0,Male,East,Premium,61,3927.8,1,14,1,1,200,1,0
CUST00890,44.0,Female,West,Premium,80,3944.66,1,11,1,4,288,1,0
CUST00891,68.0,Male,West,New,16,487.4,1,9,1,5,362,1,0
CUST00892,51.0,Male,East,Standard,2,2082.09,2,13,1,4,258,1,1
CUST00893,69.0,Other,Central,Basic,106,616.63,1,15,0,5,10,1,0
CUST00894,55.0,Male,South,New,108,402.6,1,9,2,5,171,1,0
CUST00895,50.0,Male,Central,Standard,72,2352.64,2,14,1,5,101,0,0
CUST00896,41.0,Female,Central,Standard,43,2490.71,2,8,1,3,110,0,0
CUST00897,32.0,Male,East,Basic,42,1038.93,2,9,2,5,247,0,0
CUST00898,47.0,Female,West,New,77,137.92,2,19,2,4,323,1,0
CUST00899,59.0,Other,Central,New,57,507.24,3,6,1,3,244,1,0
CUST00900,68.0,Female,West,Standard,81,1285.68,5,12,0,5,23,0,0
CUST00901,34.0,Female,North,Basic,103,764.43,1,10,2,5,354,1,0
CUST00902,22.0,Male,West,Premium,88,4742.1,1,19,0,4,225,1,0
CUST00903,46.0,Male,South,New,67,212.79,4,11,2,5,353,1,0
CUST00904,21.0,Female,South,New,30,526.63,2,7,0,3,262,1,0
CUST00905,27.0,Female,Central,Premium,116,5129.82,3,7,1,4,269,1,0
CUST00906,34.0,Female,West,Standard,13,2964.66,1,12,2,3,21,0,0
CUST00907,27.0,Male,Central,Premium,19,4016.82,4,9,2,4,314,1,0
CUST00908,34.0,Male,East,Standard,7,2755.7,5,11,1,4,120,0,0
CUST00909,37.0,Male,South,Basic,9,860.55,3,12,0,3,120,1,0
CUST00910,41.0,Female,Central,Standard,83,1750.09,1,16,1,4,198,0,0
CUST00911,22.0,Male,East,Premium,109,3877.97,4,6,0,2,136,1,0
CUST00912,51.0,Female,Central,Standard,54,2172.17,3,10,5,2,77,1,1
CUST00913,23.0,Female,West,New,104,600.81,3,12,0,4,354,1,0
CUST00914,19.0,Male,West,Basic,86,1130.53,1,9,1,4,58,1,0
CUST00915,30.0,Female,West,Standard,82,1754.75,3,17,1,3,86,1,0
CUST00916,60.0,Male,West,Premium,61,6091.06,1,15,0,3,1,0,0
CUST00917,60.0,Female,North,New,87,458.08,1,13,2,3,77,1,0
CUST00918,65.0,Female,East,Basic,2,813.3,2,12,0,3,10,0,0
CUST00919,28.0,Female,East,Standard,50,2663.34,1,10,1,4,69,1,0
CUST00920,68.0,Female,West,Premium,114,6017.51,3,8,1,5,148,1,0
CUST00921,64.0,Male,North,Premium,75,4188.26,3,9,3,3,62,1,0
CUST00922,40.0,Male,West,Premium,31,5049.61,1,17,1,4,13,1,0
CUST00923,33.0,Female,North,Basic,33,1331.15,3,8,2,2,186,1,0
CUST00924,,Male,West,New,78,618.06,5,12,4,4,165,1,0
CUST00925,28.0,Male,South,Standard,80,2505.43,1,17,2,3,10,1,0
CUST00926,33.0,Male,South,Basic,11,949.18,2,18,2,5,259,0,1
CUST00927,25.0,Female,Central,Standard,33,1953.12,2,18,2,4,162,1,0
CUST00928,21.0,Male,West,Basic,7,1206.29,2,14,1,4,290,0,1
CUST00929,57.0,Female,East,Basic,31,722.55,1,11,0,4,196,1,0
CUST00930,21.0,Other,Central,Premium,48,4143.56,2,11,1,2,34,1,0
CUST00931,42.0,Male,South,Standard,110,2599.46,1,9,0,5,160,1,0
CUST00932,,Male,West,Basic,47,960.0,5,12,0,3,85,1,0
CUST00933,49.0,Male,Central,Premium,78,4661.26,3,18,2,1,58,0,0
CUST00934,20.0,Female,West,Standard,92,1920.07,2,6,2,3,361,0,0
CUST00935,44.0,Male,South,Standard,53,2209.24,2,9,1,3,265,0,0
CUST00936,46.0,Male,Central,New,107,277.35,2,11,0,2,297,1,1
CUST00937,49.0,Male,South,Standard,80,1782.67,2,13,1,4,25,0,0
CUST00938,67.0,Female,North,Basic,19,1074.34,2,10,1,3,36,1,0
CUST00939,68.0,Male,South,Standard,81,1663.64,2,16,0,4,264,1,0
CUST00940,36.0,Female,West,Basic,90,843.08,1,6,2,1,114,1,0
CUST00941,38.0,Female,East,Basic,6,657.57,1,7,2,5,105,0,0
CUST00942,22.0,Male,South,New,107,740.89,2,8,4,3,93,0,0
CUST00943,35.0,Female,East,Standard,49,3081.1,4,9,0,4,89,1,0
CUST00944,45.0,Male,North,Basic,73,971.36,1,8,0,4,163,1,0
CUST00945,59.0,Female,Central,Basic,50,869.6,1,7,3,3,38,1,0
CUST00946,39.0,Female,Central,Standard,81,2347.77,1,13,0,2,92,0,0
CUST00947,38.0,Female,East,Premium,95,5759.96,5,11,2,3,119,1,0
CUST00948,23.0,Male,Central,Premium,12,5107.04,4,9,0,3,211,1,0
CUST00949,18.0,Male,South,Premium,23,4613.23,2,10,1,3,160,0,0
CUST00950,22.0,Male,East,New,54,162.99,5,14,3,4,101,1,0
CUST00951,58.0,Male,West,Standard,118,1635.59,2,27,1,4,179,1,0
CUST00952,29.0,Male,South,Standard,69,1952.13,5,13,2,4,284,0,0
CUST00953,43.0,Male,South,Basic,107,1392.8,1,12,1,1,355,0,1
CUST00954,63.0,Male,South,Standard,100,2287.01,1,11,0,5,297,1,0
CUST00955,51.0,Male,West,Standard,59,2835.08,3,11,2,3,23,1,0
CUST00956,66.0,Female,North,Premium,36,,2,10,2,4,279,0,0
CUST00957,31.0,Male,Central,New,3,179.58,3,17,0,2,32,0,1
CUST00958,43.0,Male,East,New,58,578.39,2,11,2,2,138,1,0
CUST00959,,Male,North,New,88,611.89,3,14,3,4,81,1,0
CUST00960,44.0,Male,East,Standard,55,1952.25,1,7,2,4,355,1,0
CUST00961,26.0,Other,Central,Basic,57,965.97,1,7,2,4,319,0,0
CUST00962,43.0,Male,West,Premium,17,3630.42,4,9,2,4,195,0,0
CUST00963,64.0,Female,South,Premium,39,3200.99,4,20,0,5,292,1,0
CUST00964,39.0,Other,South,Premium,90,3171.91,5,18,5,4,93,0,0
CUST00965,64.0,Female,West,Basic,68,465.91,3,14,0,4,46,1,0
CUST00966,47.0,Female,North,Standard,55,1981.74,3,10,1,3,27,0,0
CUST00967,60.0,Female,North,Standard,45,2187.88,2,17,1,2,162,0,0
CUST00968,65.0,Other,East,Premium,76,4493.01,1,10,1,4,332,1,0
CUST00969,34.0,Female,West,Standard,1,3255.22,1,15,0,3,101,1,0
CUST00970,43.0,Female,North,Basic,21,1051.63,1,12,1,4,187,1,0
CUST00971,53.0,Female,West,Standard,83,1430.92,4,10,4,3,194,1,0
CUST00972,18.0,Female,Central,Basic,21,757.78,1,15,1,5,158,1,0
CUST00973,25.0,Female,South,Standard,52,1861.97,5,8,0,5,9,1,0
CUST00974,66.0,Male,South,Basic,82,814.24,2,12,3,3,212,0,0
CUST00975,52.0,Male,South,Basic,43,514.47,3,14,0,5,312,1,0
CUST00976,69.0,Male,West,Standard,52,1850.2,1,8,4,5,167,0,0
CUST00977,32.0,Male,West,Standard,67,1802.84,1,17,0,5,343,1,0
CUST00978,64.0,Male,East,Basic,113,799.69,5,14,0,3,274,1,0
CUST00979,39.0,Male,South,Basic,44,384.11,1,15,0,5,298,1,0
CUST00980,31.0,Female,East,Standard,32,1421.1,1,19,1,3,111,1,0
CUST00981,43.0,Male,South,Standard,10,2720.06,1,16,3,4,329,0,1
CUST00982,45.0,Female,East,New,64,,1,11,2,4,203,1,0
CUST00983,40.0,Male,East,Basic,104,990.24,1,14,3,4,248,1,0
CUST00984,31.0,Male,Central,Standard,79,2745.54,3,15,0,3,65,1,0
CUST00985,41.0,Female,East,Standard,69,1592.83,2,8,1,5,203,1,0
CUST00986,19.0,Female,West,Standard,68,1491.27,2,8,0,4,161,0,0
CUST00987,,Male,East,Basic,28,1085.67,1,13,3,3,133,1,0
CUST00988,43.0,Female,South,Standard,53,1850.08,4,13,6,4,178,1,0
CUST00989,31.0,Female,East,New,116,464.18,3,15,0,5,193,1,0
CUST00990,68.0,Male,North,Standard,51,1595.33,1,9,0,5,266,1,0
CUST00991,24.0,Male,South,Standard,53,2458.65,2,13,3,4,60,0,0
CUST00992,20.0,Other,North,Basic,4,992.73,1,8,0,1,205,1,1
CUST00993,64.0,Female,South,New,79,319.75,3,10,1,2,155,1,1
CUST00994,40.0,Female,West,Basic,17,1138.14,3,12,2,2,72,1,0
CUST00995,63.0,Female,West,Standard,108,3028.56,4,13,1,2,156,1,0
CUST00996,60.0,Male,West,Basic,67,913.21,1,7,4,4,173,1,0
CUST00997,64.0,Male,North,Basic,74,1002.37,2,13,0,3,308,0,0
CUST00998,62.0,Male,Central,Standard,47,2255.43,1,14,1,2,62,1,0
CUST00999,35.0,Female,South,Premium,106,4849.39,2,14,3,5,205,1,0
CUST01000,55.0,Female,West,Standard,56,1621.3,2,14,1,4,60,1,0
CUST01001,52.0,Female,South,Standard,23,1945.87,1,14,1,5,86,1,0
CUST01002,68.0,Male,North,New,18,429.57,3,15,3,4,143,1,0
CUST01003,,Male,Central,Standard,1,1393.83,2,6,1,4,351,1,1
CUST01004,42.0,Female,North,New,35,481.93,4,14,0,3,7,1,0
CUST01005,54.0,Female,South,Standard,64,2030.45,1,7,1,4,295,1,0
CUST01006,45.0,Female,Central,Basic,117,1025.57,4,10,3,4,179,1,0
CUST01007,27.0,Male,Central,Standard,58,1755.74,5,9,0,4,227,1,0
CUST01008,56.0,Female,North,Premium,95,3532.15,4,10,1,5,7,1,0
CUST01009,34.0,Male,West,Standard,59,2879.84,3,13,0,5,140,0,0
CUST01010,56.0,Female,South,Premium,108,4467.01,4,22,0,4,14,0,0
CUST01011,39.0,Male,East,Basic,1,1136.93,2,16,1,3,34,0,0
CUST01012,43.0,Female,East,Standard,3,2818.23,1,17,3,5,240,1,1
CUST01013,61.0,Male,North,Basic,67,692.99,3,6,3,4,329,1,0
CUST01014,42.0,Female,South,Standard,37,2496.82,3,10,2,4,320,1,0
CUST01015,34.0,Male,South,Premium,83,5166.91,5,11,0,4,97,0,0
CUST01016,30.0,Male,North,Standard,29,2932.47,2,19,4,2,268,0,1
CUST01017,37.0,Male,South,New,89,701.07,1,14,1,2,126,1,0
CUST01018,42.0,Male,West,Basic,33,1035.45,3,17,2,3,34,1,0
CUST01019,21.0,Male,North,Standard,100,2859.29,5,10,0,2,283,1,1
CUST01020,27.0,Female,West,Standard,61,2493.31,1,11,2,4,18,0,0
CUST01021,20.0,Male,South,Premium,93,5198.35,2,12,2,3,293,1,0
CUST01022,58.0,Female,North,New,90,330.97,2,12,1,5,68,1,0
CUST01023,62.0,Female,South,Basic,4,1064.23,1,19,0,4,237,1,1
CUST01024,35.0,Female,North,Standard,113,2469.04,1,17,2,4,80,0,0
CUST01025,64.0,Male,South,Basic,14,1316.83,2,15,0,2,86,0,0
CUST01026,53.0,Male,West,Premium,114,5066.03,4,11,2,4,60,1,0
CUST01027,64.0,Female,West,New,91,249.91,1,13,1,2,48,1,1
CUST01028,39.0,Other,South,Premium,33,5194.94,2,13,1,4,179,0,0
CUST01029,51.0,Male,North,Basic,22,1498.11,3,16,1,5,356,1,0
CUST01030,,Male,East,Standard,48,1325.33,5,9,2,4,84,0,0
CUST01031,25.0,Male,West,Basic,3,827.42,5,16,1,2,95,1,1
CUST01032,,Other,West,Basic,87,656.59,2,12,0,5,308,0,0
CUST01033,66.0,Male,East,Basic,85,1127.26,5,10,2,3,252,0,0
CUST01034,61.0,Male,South,Basic,105,1195.87,1,12,0,3,333,1,0
CUST01035,36.0,Female,North,New,23,616.67,3,10,1,4,180,0,0
CUST01036,59.0,Male,South,Premium,68,3742.06,3,10,2,5,84,0,0
CUST01037,58.0,Male,Central,Standard,21,2628.85,1,15,5,3,310,1,1
CUST01038,54.0,Female,West,Standard,101,1734.75,2,7,3,5,150,0,0
CUST01039,23.0,Female,Central,New,43,,1,13,3,2,39,1,1
CUST01040,,Male,West,Standard,95,2063.37,4,11,1,2,279,0,1
CUST01041,43.0,Male,West,Basic,85,516.51,2,16,3,4,304,1,0
CUST01042,51.0,Male,Central,Basic,26,554.89,3,13,2,3,113,1,0
CUST01043,62.0,Male,Central,Standard,41,2543.67,1,9,0,3,127,0,0
CUST01044,23.0,Female,South,Standard,99,2513.4,1,7,2,2,41,1,0
CUST01045,54.0,Male,Central,Standard,38,1616.96,5,15,2,3,158,1,0
CUST01046,50.0,Male,South,Standard,88,1437.87,3,5,0,3,206,0,0
CUST01047,39.0,Male,South,Standard,11,2165.47,5,16,1,4,47,1,0
CUST01048,38.0,Female,South,Premium,105,4447.61,1,14,2,4,185,1,0
CUST01049,,Female,West,New,29,690.4,1,7,1,5,72,0,0
CUST01050,23.0,Female,West,New,111,475.51,2,16,2,4,57,1,0
CUST01051,65.0,Male,Central,Standard,119,2239.3,2,9,2,4,239,0,0
CUST01052,21.0,Female,West,Standard,60,2696.63,1,8,3,4,62,1,0
CUST01053,47.0,Female,Central,Premium,67,3582.13,3,12,3,5,342,0,0
CUST01054,28.0,Male,West,Basic,65,989.22,2,6,2,3,57,1,0
CUST01055,47.0,Male,North,Basic,116,,1,18,2,3,243,0,0
CUST01056,48.0,Male,North,Premium,61,4022.72,2,12,1,4,328,0,0
CUST01057,41.0,Male,Central,Premium,118,4392.75,2,15,4,3,124,1,0
